OBJECTID,UNIT_COUNT,CNTY_FIPS,COUNTY,MSSA_ID,MSSA_NAME,DEFINITION,POPDENSITY,AREA_SQMI,POP,PCSA,PCSA_SCORE,PC_PHYS,PC_PHYS_R_CIV,POVScore,PHYSRatioScore,Shape__Area,Shape__Length
154,17,073,San Diego,161f,La Mesa/Rolando South,Urban,7147.86351605,0.61676646,59438,0,2,142,586.97183099,2,0,0.00284502989279645,0.336758833439362
155,22,073,San Diego,161g,Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest,Urban,8212.62499489,0.58943711,43067,1,5,91,1095.79120879,4,1,0.00296253048577455,0.408441605904956
156,18,073,San Diego,161h,El Cajon Central and South/Fletcher Hills,Urban,7787.5392929,0.62666637,58374,1,7,46,1911.97826087,5,2,0.0027922359108743,0.328943825294608
157,19,073,San Diego,161i,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,Urban,4129.15943245,1.06609575,59556,1,6,32,2756.5,2,4,0.00518401016097414,0.424852858290498
158,35,073,San Diego,161j,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,Urban,3339.41709685,15.60301862,54210,1,5,87,1802.08045977,3,2,0.0115831682549015,1.7787045448283
159,18,073,San Diego,161k,Chula Vista Central and Northwest/National City West,Urban,7747.18903701,0.28329004,23371,1,5,131,585.0610687,5,0,0.00257052933557134,0.335271077615858
160,17,073,San Diego,161l,Lemon Grove South/Paradise Hills,Urban,9168.14790527,0.50876566,52615,1,7,5,16663,2,5,0.00224045672052853,0.256382654109493
161,18,073,San Diego,161m,Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee,Urban,2267.96919315,0.76437264,72088,1,5,30,2894.03333333,1,4,0.00942849928219403,0.669601799648439
162,17,073,San Diego,161n,Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand,Urban,5198.44088881,1.29498494,52750,0,2,42,1340.23809524,1,1,0.00300051782869559,0.490758611559026
163,19,073,San Diego,161o,Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta,Urban,1125.19065035,0.73848747,72194,0,1,429,196.30769231,1,0,0.0189751529542264,0.765542059079603
164,24,073,San Diego,161p,Carmel Valley/Del Dios/Escondido South/Fairbanks Ranch/Poway Southeast/Rancho Bernardo Southeast/Rancho Penasquitos,Urban,2233.23828479,0.36842281,140105,0,2,135,1156.8,1,1,0.0169368755887263,0.69204559013318
165,18,073,San Diego,161q,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,Urban,1873.54420738,1.92021894,68068,0,1,113,695.14159292,1,0,0.0105682170437831,0.564977277749527
166,22,073,San Diego,161r,Crown Point/Del Mar/La Jolla/Pacific Beach,Urban,4188.66199619,1.70242345,68908,0,2,395,191.11898734,2,0,0.0045020745860711,0.508485888992985
167,18,073,San Diego,161s,Cockatoo Grove/Eastlake Greens/Otay Mesa,Urban,3906.72708031,0.50510412,66275,0,3,77,1930.83116883,1,2,0.00921493927148731,0.483784195522788
168,20,073,San Diego,161t,Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista,Urban,3393.81938946,0.89073239,49840,0,4,39,2495.61538462,1,3,0.00710538867929245,0.47123620736294
169,15,073,San Diego,161u,Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens,Urban,3454.60396833,0.90597595,67637,1,7,21,4107.57142857,2,5,0.00602452952125532,0.49266582072419
170,22,073,San Diego,161v,Mira Mesa/Scripps Miramar Ranch,Urban,4127.58996387,0.77154741,100531,0,2,89,1300.84269663,1,1,0.00682677255008457,0.427629356803526
171,28,075,San Francisco,162a,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,23000.87124286,0.03577165,97002,0,4,218,508.12385321,4,0,0.00125100141485746,0.541230881666987
172,27,075,San Francisco,162b,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,15870.04772284,0.03592818,87619,0,1,395,238.71392405,1,0,0.00154330900795685,0.417656631828887
173,24,075,San Francisco,162c,Bernal Heights/Mission District/Potrero Hill,Urban,22965.93634546,0.21027477,75633,0,2,394,284.97461929,2,0,0.00128731458789844,0.370995565192736
174,27,075,San Francisco,162d,Excelsior/Glen Park/Ingleside/Lake Merced/Merced Heights/Ocean Beach South/Park Merced/Saint Francis Wood/Westwood Park,Urban,14662.338309,0.19772574,104707,1,6,48,2706.83333333,2,4,0.00234478807897176,0.503720848698044
175,16,075,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,12334.87329982,0.1822847,76293,0,1,86,950.56976744,1,0,0.00172373696068462,0.341922418222303
176,23,075,San Francisco,162f,Bayview/Candlestick/Hunters Point/Portola/Visitacion Valley,Urban,10484.22890558,0.24223184,66061,1,7,29,2881.31034483,3,4,0.00205409666705236,0.44342435435794
177,31,075,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,22824.15893447,0.1138593,109559,0,1,886,137.68510158,1,0,0.00139375385424501,0.261540401798352
178,20,075,San Francisco,162h,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,26125.09240759,0.11317865,85674,0,2,279,331.10035842,2,0,0.000944204334700771,0.227572233134491
179,14,077,San Joaquin,163,Tracy,Urban,1192.79803443,0.886009,67526,0,2,75,1411.05333333,1,1,0.0228189197309803,0.82562899811519
180,17,077,San Joaquin,164.1,Lathrop/Manteca,Urban,2158.37194277,4.15715429,47403,0,3,61,1367.73770492,2,1,0.00954208576649762,0.54177193233845
181,10,077,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,140.76550741,7.86107545,38387,1,7,12,4225.66666667,2,5,0.102686829028698,2.23069750157354
182,1,077,San Joaquin,165,Farmington/Linden,Rural,37.50800203,140.76996145,3389,1,7,1,5496,2,5,0.037385641066976,0.861947582993932
183,15,077,San Joaquin,166,Lodi,Urban,1940.04394695,22.88956425,42439,0,3,78,853.15384615,3,0,0.00913546108722585,0.504729075860811
184,5,077,San Joaquin,167,Lockeford/North Woodbridge,Rural,148.15473061,5.2649843,28355,1,7,2,19156.5,2,5,0.0681593888070893,1.72806772359567
185,6,077,San Joaquin,168,South Woodbridge/Thornton,Rural,69.02967116,115.70233297,17535,1,5,10,2469.5,2,3,0.0965834065164017,2.12059447998068
186,20,077,San Joaquin,169a,Stockton North Central/Stockton Northeast,Urban,7088.13597621,0.19981451,63155,1,5,182,532.16483516,5,0,0.00368708565974885,0.417598879114737
187,31,077,San Joaquin,169b,French Camp/Stockton South/Stockton Southeast,Urban,1568.28496515,16.20096385,55734,1,6,134,1034.26119403,5,1,0.0236723874454583,0.867501015403029
188,20,077,San Joaquin,169c,Stockton Northwest/Stockton West,Urban,4529.53082959,0.51814536,58604,0,4,71,1185.09859155,3,1,0.0049819846894934,0.44916889415015
189,10,013,Contra Costa,17,Brentwood East/Byron/Discovery Bay/Knightsen,Urban,388.83104003,3.65983544,41545,1,5,23,2620.86956522,1,4,0.0380836456383804,1.62122515880084
190,7,079,San Luis Obispo,170,Atascadero/Templeton,Urban,263.61628919,1.75950228,32380,0,2,75,505.78666667,2,0,0.0371614658793078,1.26594791521937
191,13,079,San Luis Obispo,171,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,156.08123047,1.21927123,63490,0,3,70.5,1174,2,1,0.136163718330408,3.08605023590756
192,14,079,San Luis Obispo,172,San Luis Obispo,Rural,52.14082888,10.34513835,54953,1,5,116.5,463.22746781,5,0,0.322828418234167,4.6428956771597
193,9,079,San Luis Obispo,173,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,Rural,50.04967529,0.91371323,34159,1,5,21,2370.28571429,2,3,0.257881790883403,2.99949911015974
194,10,079,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,91.876913,4.78845389,30313,1,5,18,2031.55555556,2,3,0.098971429915764,2.76046662720346
195,4,081,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,260.24226936,8.00499009,18356,0,3,17,1522.82352941,1,2,0.0252285010988089,1.0741573244734
196,1,081,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,21.6415637,181.96467012,2997,1,8,0,0,3,5,0.0478820024450215,1.35470803880712
197,8,081,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,2499.63124338,4.50914354,31561,1,6,2,19287,1,5,0.00401149871549933,0.383857666500115
198,20,081,San Mateo,176a,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,3611.82689932,1.41198138,62184,0,2,87,1104.88505747,1,1,0.00702660021670454,0.667978874570797
199,14,081,San Mateo,176b,East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East,Urban,3594.57719251,0.4402245,27921,1,5,40,1980.1,3,2,0.00567080931523378,0.613499321777041
200,21,081,San Mateo,176c,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,1624.22364741,0.42560477,69375,0,1,209,397.06698565,1,0,0.0136484482582091,0.940819129101928
201,21,081,San Mateo,176d,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,Urban,11667.65706538,0.48266741,99443,0,1,129,981.48837209,1,0,0.00279119144624929,0.374120358666956
202,24,081,San Mateo,176e,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,5268.00074899,0.35328728,85601,0,1,176,564.05681818,1,0,0.00485924366466861,0.479744882555128
203,22,081,San Mateo,176f,Foster City/Redwood Shores/San Mateo East,Urban,8631.35893779,0.29867021,71294,0,2,81,1181.09876543,1,1,0.00284628851477464,0.357414724431369
204,22,081,San Mateo,176g,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,3997.33492283,0.41035492,83470,0,1,75,1264.52,0,1,0.00610203644919238,0.625880174262478
205,5,083,Santa Barbara,177,Carpinteria/New Cuyama/Summerland/Toro Canyon,Rural,15.24378795,0.93802321,11342,1,6,4,4770,1,5,0.311134513096476,3.59136729562665
206,5,083,Santa Barbara,178.1,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,32.41013138,196.15933055,13262,0,1,22,774.5,1,0,0.134098432509745,4.83666855070436
207,1,083,Santa Barbara,178.2,Los Alamos,Rural,45.72248748,162.48022385,4766,1,5,3,2411.33333333,2,3,0.0414226291368323,1.20259614993408
208,13,083,Santa Barbara,179,Lompoc/Mission Hills/Vandenberg,Rural,126.75975958,156.87659571,32319,0,4,40,1373.375,3,1,0.117377204365766,1.98470453481979
209,24,083,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,626.54079595,3.45184595,54300,0,4,123,1101.3495935,3,1,0.0546343687651643,1.54778036373958
210,1,083,Santa Barbara,180.2,Guadalupe,Rural,113.66939147,64.08937275,1131,1,8,1,7440,3,5,0.0163743775115108,0.681845443190522
211,21,083,Santa Barbara,181a,Goleta South/Isla Vista/Santa Barbara South,Urban,4576.7603068,0.68287605,61746,1,6,53,1785.01886792,4,2,0.00572781478513207,0.652110079829661
212,19,083,Santa Barbara,181b,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,1031.97388324,1.9053952,63946,0,1,204,402.28431373,1,0,0.0199890816052175,1.00380920521402
213,22,085,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,135.39856248,15.96738309,61036,0,4,74,1522.31081081,2,2,0.213984284494018,3.30319301770766
214,31,085,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,1685.73443167,0.79432676,123640,0,1,967,130.93485005,1,0,0.0206404674504483,0.951663586196417
215,26,085,Santa Clara,183b,Berryessa/East San Jose/Milpitas East,Urban,4470.65046302,7.18667763,94821,0,2,111,1152.08108108,1,1,0.00736402531492786,0.526038910703477
216,18,085,Santa Clara,183c,Sunnyvale South,Urban,9491.68457856,0.40669204,80899,0,2,78,1215.64102564,1,1,0.00251971531088202,0.231221659059232
217,18,085,Santa Clara,183d,Downtown San Jose,Urban,10656.51664254,0.43898973,40707,1,5,55,1388.72727273,4,1,0.00189942127190079,0.306090541307811
218,27,085,Santa Clara,183e,Alum Rock South/San Jose East,Urban,11006.11311409,0.34929155,54775,1,8,39,3348.79487179,3,5,0.00302249898277296,0.473240337052805
219,22,085,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,3574.46832758,5.35654332,111599,0,0,260,444.80769231,0,0,0.00842606420974334,0.510571036582272
220,24,085,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,7376.681482,0.96396096,91734,1,6,13,9057.84615385,1,5,0.00417686083164881,0.358322726532189
221,24,085,Santa Clara,183h,San Jose Southeast,Urban,9772.16834286,0.29641356,75549,1,5,58,2335.60344828,2,3,0.00352772345286212,0.346794586313969
222,24,085,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,1769.87929751,14.73748058,83897,0,1,184,593.88586957,1,0,0.015975833578068,0.765716350177112
223,17,085,Santa Clara,183j,San Jose Northwest,Urban,9531.93800872,0.77774166,53473,0,2,428,219.94859813,2,0,0.00254184828600046,0.308078142387
224,20,085,Santa Clara,183k,Evergreen/San Jose East Central,Urban,2376.55463464,5.99577378,80192,1,6,24,4425.04166667,1,5,0.0115340018269308,0.569234088585457
225,29,085,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,2386.04499409,3.55268509,96520,0,2,194,663.96907216,2,0,0.0141318785877047,1.11846291740302
226,22,085,Santa Clara,183m,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,1246.84564076,1.11292916,91984,0,1,271,387.57933579,1,0,0.0216123109307773,0.867842904170022
227,25,085,Santa Clara,183n,Santa Clara South and West,Urban,9516.12987631,0.97096683,100609,0,3,79,1634.11392405,1,2,0.00351446075501372,0.318507309347532
228,23,085,Santa Clara,183o,Milpitas West/Santa Clara Northeast,Urban,5019.95809127,0.4962008,107588,0,2,92,1409.41304348,1,1,0.00668228730546616,0.50526803305472
229,8,087,Santa Cruz,184,Freedom/Watsonville,Urban,6333.79579322,1.14336999,10968,0,4,64,863.265625,4,0,0.00229996432335611,0.235361535243221
230,25,087,Santa Cruz,185.1,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,4244.11246334,0.75495638,95506,0,3,216,527.21759259,3,0,0.0074515944866107,0.881250765031435
231,1,087,Santa Cruz,185.2,Davenport,Rural,37.87906157,112.88558435,3598,1,8,0,0,3,5,0.0296313098388055,0.969277160942908
232,8,087,Santa Cruz,185.3,Ben Lomond/Felton/Scotts Valley,Urban,588.26037043,3.05801805,36227,0,2,33,1242.90909091,1,1,0.0178178329265393,1.01738884187394
233,3,087,Santa Cruz,185.4,Boulder Creek,Rural,186.69420436,19.33527426,15218,0,4,7,2235.57142857,1,3,0.0226313438706711,1.21843989571261
234,7,087,Santa Cruz,185.5,Amesti/Corralitos/Day Valley/Interlaken/Pajaro Dunes,Rural,198.04162487,5.04470981,18280,1,6,3,9507,1,5,0.0373670786111688,1.79771638161064
235,8,089,Shasta,186,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,Rural,46.00576537,4.2092349,29838,1,9,11,3046.36363636,4,5,0.199037052913354,3.44394063460201
236,1,089,Shasta,187,Castella/Lakehead/O’Brien,Frontier,2.91153623,490.11926562,1370,1,10,0,0,5,5,0.135849396349386,2.15109150982169
237,1,089,Shasta,188.1,Big Bend/Montgomery Creek/Oak Run/Round Mountain,Frontier,5.37229864,922.88242536,4742,1,5,2,2429.5,2,3,0.255324134240254,3.06881528591832
238,2,089,Shasta,188.2,Manton/Millville/Shingletown/Viola,Frontier,10.73262397,311.3645337,5797,1,7,2,3074.5,2,5,0.162451874089129,2.58474965526121
239,1,089,Shasta,189.1,Palo Cedro,Rural,183.40317634,25.76836505,4526,1,6,1,4522,1,5,0.00709431530867732,0.430848492190269
240,26,089,Shasta,189.2,Redding,Urban,1000.44789828,1.92761619,91306,0,3,174,562.81609195,3,0,0.0275020247017892,1.03975562813385
241,7,089,Shasta,189.3,Bella Vista/City of Shasta Lake,Rural,201.30336935,20.92787539,18503,1,8,5,4090.2,3,5,0.0275319115917227,1.09132706805931
242,17,013,Contra Costa,18a,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,1039.07670361,0.24155107,69975,0,1,248,353.24596774,1,0,0.0220549043683604,1.04773972498195
243,18,013,Contra Costa,18b,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,3759.34288357,0.77546338,54113,1,8,18,4523.38888889,3,5,0.00556630586834217,0.612177164707996
244,16,013,Contra Costa,18c,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,1774.89330087,1.08874283,68868,0,2,74,1236.93243243,1,1,0.0133155141702446,0.703804876290926
245,20,013,Contra Costa,18d,Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg,Urban,3237.83733218,0.8969624,52869,1,5,70,1430.94285714,4,1,0.00812416722510534,0.600320628308836
246,19,013,Contra Costa,18e,Brentwood Central and West/Oakley,Urban,1564.97616909,5.30833866,94611,0,3,84,1569.41666667,1,2,0.0219270258144206,1.00439579853093
247,18,013,Contra Costa,18f,Richmond Central/San Pablo Central,Urban,5410.24109385,0.75650291,46293,0,4,107,947,4,0,0.00489551043801839,0.602327643689649
248,23,013,Contra Costa,18g,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,Urban,4343.56334074,0.3971197,64316,1,7,18,4455.55555556,2,5,0.00488581662511933,0.394844056974751
249,23,013,Contra Costa,18h,Alamo/Danville/Diablo/San Ramon,Urban,807.57038358,5.7279818,127461,0,1,111,1248.63063063,0,1,0.0446149949257233,1.25301635871387
250,24,013,Contra Costa,18i,Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,Urban,1459.87241362,1.69603355,102297,0,1,132,845.34848485,1,0,0.0204370645042218,0.927541696500159
251,19,013,Contra Costa,18j,Clayton/Concord South/Walnut Creek Central and East,Urban,1509.73238908,0.6176135,91025,0,1,330,309.05757576,1,0,0.0175057025103342,0.840090211961661
252,7,015,Del Norte,19,Crescent City/Gasquet/Klamath/Smith River,Rural,27.97907456,805.68404426,22835,0,4,29,824,4,0,0.284119318230751,3.10872192681426
253,2,089,Shasta,190,Burney/Cassel/Fall River Mills/Hat Creek/McArthur,Frontier,8.10549952,390.68621068,6530,1,5,4,1836.75,3,2,0.24795770198989,2.6511284950907
254,1,091,Sierra,191,Alleghany/Calpine/Downieville/Goodyear Bar/Sattley/Sierra City/Sierraville,Frontier,3.25063854,961.9648463,2736,1,7,0,0,2,5,0.261195242589565,3.0639366812186
255,1,093,Siskiyou,193,Happy Camp,Frontier,1.68725782,1235.73289997,1847,1,10,0,0,5,5,0.346426517120562,3.47970840152381
256,2,093,Siskiyou,194,Etna/Fort Jones/Greenview,Frontier,3.40311184,212.62127646,4795,1,5,3,1726,3,2,0.405478291510008,4.08845026618864
257,5,093,Siskiyou,195,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,15.40531478,276.56115112,14958,1,5,22,736.54545455,5,0,0.295643613561424,3.61512074498728
258,1,093,Siskiyou,196,Tulelake,Frontier,4.05968602,349.28809631,733,1,9,0,0,4,5,0.0979865747867734,1.83872090464127
259,2,093,Siskiyou,197,Carrick/Edgewood/Mount Shasta/Weed,Rural,35.62491313,157.77210302,12501,0,3,20,673.75,3,0,0.111158704014088,2.12586390689663
260,1,093,Siskiyou,198,Dunsmuir,Rural,23.23916307,90.53682329,1852,1,6,1,1982,4,2,0.0251818210367674,0.969385171043447
261,1,093,Siskiyou,199,McCloud/Tennant,Frontier,1.29939357,1235.19158356,1296,1,9,0,0,4,5,0.344526547455189,2.92960533920715
262,1,093,Siskiyou,200,Dorris/Macdoel/Mount Hebron,Frontier,3.60505224,530.08940518,1356,1,9,0,0,4,5,0.148867586315646,2.08151652420854
263,4,095,Solano,201,Dixon,Rural,117.78681177,171.78262867,13189,1,5,10,2197.5,2,3,0.0486759133668784,1.0037091097436
264,21,095,Solano,202a,Vacaville,Urban,727.47066142,0.42243138,78469,0,2,121,793.80991736,2,0,0.037251534879033,0.933459964126196
265,28,095,Solano,202b,Fairfield,Urban,2030.84546829,5.49163101,78985,0,3,227,482.07488987,3,0,0.014416995130432,0.801534742311665
266,5,095,Solano,203.1,Benicia/Collinsville/Suisun City,Rural,155.42672082,112.40265146,28192,0,2,32,1090.59375,1,1,0.0580987866683245,1.61537177895531
267,1,095,Solano,203.2,Rio Vista,Rural,36.39246142,233.89459431,7562,1,7,0,0,2,5,0.0623086485938984,1.24868002323104
268,37,095,Solano,204,Vallejo,Urban,2298.40230126,1.07383189,110362,0,3,184,778.22826087,3,0,0.0164532492972285,0.722124682336216
269,4,097,Sonoma,205.1,Geyserville/Healdsburg,Rural,137.80167684,1.35183554,11353,0,1,34,472.41176471,1,0,0.0307972664763838,1.35319849703644
270,6,097,Sonoma,205.2,Windsor,Urban,721.69618143,14.47249784,21077,1,6,6,5008,1,5,0.0110199525529424,0.820070514294601
271,3,097,Sonoma,206,Cloverdale,Rural,45.45610242,224.00407531,9617,1,6,5,2730,2,4,0.0825421207287036,1.82088046425673
272,7,097,Sonoma,207,Forestville/Fort Ross/Guerneville/Jenner/Monte Rio/Occidental/Sea Ranch,Rural,44.44839452,17.98114358,20572,1,5,10,2350.9,2,3,0.133919829508159,3.18250042374935
273,9,097,Sonoma,208,Boyes Hot Springs/Glen Ellen/Kenwood/Sonoma/Vineburg,Urban,297.33839656,23.73795492,31220,0,4,28,1513.85714286,2,2,0.039230800205587,1.3712167949917
274,26,097,Sonoma,209.1,Petaluma,Urban,953.93177811,10.43781172,101310,0,3,97,1385.01030928,2,1,0.0378517040967381,1.35759479656849
275,3,097,Sonoma,209.2,Two Rock/Valley Ford,Rural,242.89685064,5.33455883,11965,1,6,5,2822.8,2,4,0.0155084359398643,0.592740898775503
276,36,097,Sonoma,210.1,Santa Rosa,Urban,1102.48037107,8.0073079,140493,0,2,359,540.74651811,2,0,0.0466588351796418,1.4192290672858
277,5,097,Sonoma,210.2,Bodega/Sebastopol,Rural,191.39409829,3.34762205,18509,0,2,32,638.375,2,0,0.027930976960306,1.24839524366806
278,10,099,Stanislaus,211,Oakdale/Riverbank,Rural,199.35514418,86.88623714,36527,1,7,20,2903,3,4,0.0750232412519836,1.5046024858751
279,13,099,Stanislaus,212.1,Denair/Turlock,Urban,1498.7959072,0.40697549,48334,0,3,77,973.48051948,3,0,0.0130962448702121,0.663561770654354
280,3,099,Stanislaus,212.2,Keyes,Rural,219.27203947,52.23889403,8228,1,10,0,0,5,5,0.020343029090327,0.799979159341012
281,5,099,Stanislaus,212.3,Salida,Rural,202.57978763,1.53203016,14525,1,8,0,0,3,5,0.034798656923158,1.27413306285689
282,5,099,Stanislaus,213,Crows Landing/Empire/Grayson/Newman/Patterson/Westley,Rural,64.07303217,247.80041631,14929,1,8,15,2593.86666667,4,4,0.161686712111077,2.0782253744295
283,8,099,Stanislaus,214,Hughson,Rural,158.74635466,108.75870373,25674,1,9,12.5,3769.76,4,5,0.0779620499920384,1.46227371798267
284,15,099,Stanislaus,215a,Modesto West,Urban,2556.02046072,0.67715032,55311,0,3,196.5,409.25699746,3,0,0.00831127689025379,0.603107989987342
285,16,099,Stanislaus,215b,Modesto East,Urban,5714.85497462,0.74963543,63712,0,3,143,625.04195804,3,0,0.0040984450470205,0.353447127793508
286,19,099,Stanislaus,215c,Ceres/Modesto South Central,Urban,5091.05314417,0.30294514,30541,1,8,42,2144.92857143,5,3,0.00462045128915634,0.344084258600656
287,18,101,Sutter,216,Meridian/Robbins/Yuba City,Rural,192.31558224,1.74890777,59856,0,3,121,673.39669421,3,0,0.114797146265573,2.11243160468408
288,1,101,Sutter,217,Nicolaus/Pleasant Grove,Rural,18.15838653,132.88625594,2060,1,7,0,0,2,5,0.0357197416237796,0.902192419975643
289,2,101,Sutter,218,Live Oak,Rural,210.57383571,9.00294519,5220,1,9,1,9913,4,5,0.0134393574671776,0.675915163206372
290,1,103,Tehama,219,Paskenta/Rancho Tehama,Frontier,3.91687626,1287.50556909,4066,1,10,0,0,5,5,0.352009716282737,3.43493684220885
291,2,017,El Dorado,22,Garden Valley/Georgetown/Greenwood/Kelsey/Volcanoville,Rural,15.9310806,138.13019641,8829,1,6,0,0,1,5,0.166448632708125,2.75356133053406
292,1,103,Tehama,220,Dairyville/Manton/Mineral/Paynes Creek,Frontier,3.57007806,1158.79819217,3645,1,8,0,0,3,5,0.317517495063385,3.14307712990342
293,6,103,Tehama,221,Gerber/Los Flores/Proberta/Red Bluff,Rural,131.84186579,96.51470991,29646,0,3,39,915.71794872,3,0,0.0748088374516556,1.96237406779268
294,3,103,Tehama,222,Corning/Los Molinos/Tehama/Vina,Rural,74.40459476,106.28635076,11388,1,9,2,8862,4,5,0.0662782381450597,1.28832137481294
295,1,105,Trinity,223,Junction City/Salyer,Frontier,3.24919275,749.72468215,2124,1,8,0,0,3,5,0.207465102098013,3.04414113614773
296,2,105,Trinity,224,Douglas City/Lewiston/Trinity Center/Weaverville,Frontier,7.05814242,449.3220304,6837,1,5,3.5,1955.14285714,3,2,0.283776533573928,3.69195686217939
297,1,105,Trinity,225,Forest Glen/Hayfork/Hyampom/Peanut,Frontier,5.4703555,600.14381164,2844,1,9,0.5,6432,4,5,0.165218825341526,2.27146605589581
298,1,105,Trinity,226,Kettenpom/Mad River/Ruth/Xenia,Frontier,0.82249989,832.82686019,750,0,4,1,793,4,0,0.228092838034627,2.45114143395573
299,6,107,Tulare,227.1,Dinuba,Urban,284.22034012,53.77760706,6699,1,8,14.16666667,2423.43529413,5,3,0.0306637516378032,0.815474228781724
300,3,107,Tulare,227.2,Cutler-Orosi,Urban,256.36647775,22.38584757,2279,1,10,3.16666667,5908.73684223,5,5,0.0191541073295411,0.890085800384766
301,3,107,Tulare,228.1,Ivanhoe/Woodlake,Rural,201.65947763,58.9341961,4275,1,7,9,1711.88888889,5,2,0.019769470879055,0.869001323126394
302,8,107,Tulare,228.2,Exeter/Lemon Cove/Lindsay/Strathmore,Rural,259.94272509,2.19639519,14969,1,10,11.5,3710,5,5,0.0437475359854034,1.29500610607543
303,1,107,Tulare,229,Three Rivers,Frontier,4.72811115,1057.92775207,3746,1,6,0,0,1,5,0.275677623070806,3.11852000046908
304,13,017,El Dorado,23.1,Cameron Park/El Dorado Hills/Shingle Springs,Urban,763.48444933,23.92260468,61913,0,4,29,2354.06896552,1,3,0.0240838011836786,0.883091223123573
305,7,017,El Dorado,23.2,Camino/Pollock Pines,Rural,40.5926127,12.88863315,22278,1,7,2,11911.5,2,5,0.156514880881787,2.54641157064521
306,10,017,El Dorado,23.3,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,181.94402507,19.62582083,44501,0,2,58,852.68965517,2,0,0.0731093671565759,2.87373961878059
307,15,107,Tulare,230,Tipton/Tulare/Woodville,Rural,220.12818266,1.00112947,31467,1,7,38,2008.02631579,4,3,0.0894782156806286,1.39709776602541
