,FIPS,State,County,Mean_Rank,Worst_Best,Rank,Lat,Long,Ticks_With_Lyme,Cases2019,Population,%<18_Yrs_Old,%65_Yrs_Old_and_over,Income($),African American(Count),African American(%),American_Indian/Alaskan_Native(Count),American_Indian/Alaskan_Native(%),Asian(Count),Asian(%),Native_Hawaiian/Other_Pacific_Islander(Count),Native_Hawaiian/Other_Pacific_Islander(%),Hispanic(Count),Hispanic(%),Non-Hispanic_White(Count),Non-Hispanic_White(%),Female(%),Rural(Count),Rural(%),Life_Expectancy,Deaths(Count)
218,28125,Mississippi,Sharkey,72.625,Worst,7,32.8799,-90.8132,0,0,4435,24.4,18.44,$28842.00,3121,70.37,7,0.16,25,0.56,0,0.0,89,2.01,1170,26.38,52.69,4916.0,100.0,71.76,113.0
219,28063,Mississippi,Jefferson,69.75,Worst,8,31.7343,-91.0373,0,0,7262,22.76,16.19,$27925.00,6175,85.03,18,0.25,9,0.12,2,0.03,60,0.83,952,13.11,50.81,7726.0,100.0,72.1,160.0
220,28051,Mississippi,Holmes,68.75,Worst,9,33.1235,-90.0921,0,0,17739,25.82,14.66,$24783.00,14583,82.21,30,0.17,46,0.26,1,0.01,192,1.08,2764,15.58,52.22,16673.0,86.85,71.49,373.0
221,28133,Mississippi,Sunflower,71.0,Worst,10,33.6023,-90.5886,0,0,25981,22.76,13.09,$29704.00,19036,73.27,80,0.31,107,0.41,11,0.04,458,1.76,6163,23.72,47.15,13477.0,45.76,71.52,577.0
222,29151,Missouri,Osage,5.375,Best,1,38.4604,-91.8618,0,0,13662,22.88,17.16,$57694.00,50,0.37,45,0.33,25,0.18,7,0.05,125,0.91,13317,97.47,48.4,13878.0,100.0,80.34,134.0
223,29165,Missouri,Platte,11.5,Best,2,39.3803,-94.7738,0,0,101187,23.83,14.18,$75651.00,6820,6.74,556,0.55,2932,2.9,513,0.51,6264,6.19,82134,81.17,50.64,14120.0,15.81,80.27,923.0
224,29047,Missouri,Clay,11.875,Best,3,39.3105,-94.4209,0,0,242874,24.27,13.82,$67666.00,15543,6.4,1576,0.65,5915,2.44,815,0.34,16685,6.87,197162,81.18,50.95,21785.0,9.82,79.51,2441.0
225,29003,Missouri,Andrew,13.625,Best,4,39.9835,-94.8021,0,0,17555,22.88,18.64,$60759.00,138,0.79,56,0.32,98,0.56,6,0.03,430,2.45,16617,94.66,50.27,10596.0,61.28,79.48,211.0
226,29183,Missouri,St. Charles,15.75,Best,5,38.7819,-90.6749,0,0,395504,23.59,14.67,$81827.00,19211,4.86,1029,0.26,10344,2.62,239,0.06,13045,3.3,344807,87.18,50.82,21018.0,5.83,80.44,3607.0
227,29143,Missouri,New Madrid,105.125,Worst,6,36.5946,-89.6517,0,0,17582,23.01,18.6,$38542.00,2762,15.71,50,0.28,76,0.43,10,0.06,357,2.03,14042,79.87,52.02,10779.0,56.86,73.67,367.0
228,29221,Missouri,Washington,105.5,Worst,7,37.9617,-90.8774,0,0,25022,23.09,16.29,$37318.00,589,2.35,118,0.47,67,0.27,9,0.04,362,1.45,23587,94.27,48.59,20276.0,80.48,73.17,522.0
229,29133,Missouri,Mississippi,107.375,Worst,8,36.8281,-89.2911,0,0,13586,21.14,17.31,$34185.00,3359,24.72,48,0.35,36,0.26,2,0.01,298,2.19,9680,71.25,46.0,4695.0,32.7,73.63,270.0
230,29069,Missouri,Dunklin,110.5,Worst,9,36.2721,-90.0909,0,0,30119,25.81,18.18,$33721.00,3045,10.11,135,0.45,182,0.6,6,0.02,2036,6.76,24258,80.54,52.0,16122.0,50.46,72.8,672.0
231,29155,Missouri,Pemiscot,112.75,Worst,10,36.2114,-89.7854,0,0,16826,26.05,16.41,$32224.00,4434,26.35,82,0.49,75,0.45,13,0.08,437,2.6,11536,68.56,52.73,9014.0,49.27,70.75,413.0
232,30031,Montana,Gallatin,7.25,Best,1,45.5404,-111.1704,0,0,107810,20.16,12.13,$61446.00,441,0.41,1061,0.98,1536,1.42,98,0.09,3925,3.64,99059,91.88,48.15,30025.0,33.54,82.29,640.0
233,30057,Montana,Madison,9.125,Best,2,45.3007,-111.9203,0,0,8175,15.76,29.02,$50248.00,38,0.46,70,0.86,37,0.45,1,0.01,288,3.52,7626,93.28,48.02,7691.0,100.0,81.59,94.0
234,30095,Montana,Stillwater,10.625,Best,3,45.669,-109.3952,0,0,9419,21.75,22.03,$63140.00,22,0.23,110,1.17,65,0.69,1,0.01,351,3.73,8765,93.06,48.83,9117.0,100.0,80.13,116.0
235,30009,Montana,Carbon,10.75,Best,4,45.2274,-109.0281,0,0,10696,17.95,24.84,$52726.00,59,0.55,134,1.25,35,0.33,7,0.07,268,2.51,10083,94.27,49.22,10078.0,100.0,80.04,143.0
236,30097,Montana,Sweet Grass,11.375,Best,5,45.8139,-109.941,0,0,3691,20.78,25.17,$52303.00,14,0.38,40,1.08,22,0.6,1,0.03,92,2.49,3460,93.74,48.58,3651.0,100.0,81.56,42.0
237,30087,Montana,Rosebud,41.375,Worst,6,46.2297,-106.7307,0,0,9248,29.07,15.04,$54998.00,33,0.36,3577,38.68,84,0.91,4,0.04,484,5.23,5106,55.21,49.46,9233.0,100.0,73.54,163.0
238,30005,Montana,Blaine,42.375,Worst,7,48.4327,-108.9586,0,0,6708,30.26,15.13,$37653.00,17,0.25,3360,50.09,23,0.34,1,0.01,192,2.86,3047,45.42,50.48,6491.0,100.0,73.39,100.0
239,30035,Montana,Glacier,46.75,Worst,8,48.7051,-112.9947,0,0,13640,31.2,11.88,$38345.00,32,0.23,8780,64.37,44,0.32,4,0.03,380,2.79,4214,30.89,51.3,5897.0,44.01,69.11,290.0
240,30085,Montana,Roosevelt,42.375,Worst,9,48.2945,-105.0164,0,0,11098,33.76,10.7,$42379.00,43,0.39,6637,59.8,56,0.5,2,0.02,406,3.66,3801,34.25,49.9,4142.0,39.73,68.08,254.0
241,30003,Montana,Big Horn,45.5,Worst,10,45.4234,-107.4898,0,0,13360,34.26,12.38,$41957.00,51,0.38,8877,66.44,55,0.41,3,0.02,787,5.89,3637,27.22,50.52,9251.0,71.91,68.61,282.0
242,31143,Nebraska,Polk,13.125,Best,1,41.1869,-97.5684,0,0,5328,22.99,21.6,$61422.00,11,0.21,28,0.53,11,0.21,3,0.06,296,5.56,4934,92.61,50.38,5406.0,100.0,81.3,53.0
243,31089,Nebraska,Holt,14.125,Best,2,42.4557,-98.7838,0,0,10202,24.75,21.56,$50370.00,29,0.28,77,0.75,69,0.68,11,0.11,501,4.91,9502,93.14,50.02,6753.0,64.71,80.52,111.0
244,31159,Nebraska,Seward,15.0,Best,3,40.8724,-97.1395,0,0,17161,23.32,16.69,$68762.00,92,0.54,98,0.57,89,0.52,3,0.02,464,2.7,16249,94.69,49.07,10114.0,60.38,79.05,193.0
245,31177,Nebraska,Washington,15.375,Best,4,41.5311,-96.222,0,0,20721,23.78,17.58,$72385.00,150,0.72,75,0.36,86,0.42,21,0.1,650,3.14,19555,94.37,50.13,12390.0,61.23,80.27,197.0
246,31081,Nebraska,Hamilton,16.5,Best,5,40.873,-98.0229,0,0,9207,24.0,19.24,$68296.00,34,0.37,35,0.38,33,0.36,2,0.02,323,3.51,8722,94.73,50.09,4658.0,51.05,81.72,95.0
247,31173,Nebraska,Thurston,77.0,Worst,6,42.1582,-96.544,0,0,7223,36.02,11.78,$45328.00,35,0.48,4222,58.45,40,0.55,2,0.03,401,5.55,2596,35.94,50.95,6940.0,100.0,70.63,129.0
248,31097,Nebraska,Johnson,67.125,Worst,7,40.3926,-96.2651,0,0,5185,19.21,18.4,$48518.00,318,6.13,76,1.47,75,1.45,0,0.0,536,10.34,4159,80.21,40.91,5217.0,100.0,76.93,63.0
249,31147,Nebraska,Richardson,64.375,Worst,8,40.125,-95.7175,0,0,7969,21.14,24.41,$48087.00,24,0.3,246,3.09,33,0.41,1,0.01,161,2.02,7358,92.33,49.93,4230.0,50.58,78.3,125.0
250,31043,Nebraska,Dakota,66.375,Worst,9,42.3911,-96.5646,0,0,20186,28.48,13.49,$52055.00,891,4.41,833,4.13,675,3.34,112,0.55,8019,39.73,9778,48.44,49.71,4430.0,21.09,78.25,224.0
251,31111,Nebraska,Lincoln,67.125,Worst,10,41.0477,-100.7453,0,0,35280,23.81,18.64,$55934.00,301,0.85,375,1.06,340,0.96,32,0.09,3039,8.61,30994,87.85,50.58,11075.0,30.52,78.42,442.0
252,32005,Nevada,Douglas,3.375,Best,1,38.9122,-119.6164,0,0,48309,17.26,27.18,$66092.00,439,0.91,1115,2.31,888,1.84,119,0.25,6217,12.87,38840,80.4,49.8,14829.0,31.55,81.41,592.0
253,32017,Nevada,Lincoln,5.0,Best,2,37.6433,-114.8775,0,0,5223,20.85,23.97,$54844.00,150,2.87,87,1.67,42,0.8,16,0.31,427,8.18,4408,84.4,46.16,5345.0,100.0,80.38,78.0
254,32029,Nevada,Storey,5.0,Best,3,39.4469,-119.5293,0,0,4006,12.26,30.4,$61751.00,61,1.52,79,1.97,86,2.15,16,0.4,323,8.06,3374,84.22,49.0,3715.0,92.64,89.51,56.0
255,32007,Nevada,Elko,5.25,Best,4,41.1458,-115.3577,0,0,52649,27.5,10.84,$76439.00,577,1.1,3319,6.3,648,1.23,135,0.26,13011,24.71,35028,66.53,47.94,18478.0,37.85,79.07,550.0
256,32031,Nevada,Washoe,5.5,Best,5,40.6657,-119.6643,0,1,460587,21.86,15.87,$61506.00,10237,2.22,10142,2.2,27246,5.92,3384,0.73,113304,24.6,289441,62.84,49.69,17981.0,4.27,78.16,5888.0
257,32003,Nevada,Clark,8.875,Worst,6,36.2152,-115.0135,0,11,2204079,23.33,14.38,$57217.00,250925,11.38,26661,1.21,231162,10.49,18810,0.85,688812,31.25,940162,42.66,50.11,25485.0,1.31,78.78,25986.0
258,32510,Nevada,Carson City,9.25,Worst,7,39.1512,-119.7474,0,1,54745,20.21,20.14,$55228.00,1026,1.87,1506,2.75,1398,2.55,164,0.3,13238,24.18,36746,67.12,48.46,2675.0,4.84,74.39,1102.0
259,32019,Nevada,Lyon,11.875,Worst,8,39.0203,-119.1891,0,0,54122,21.68,21.11,$54588.00,532,0.98,1837,3.39,835,1.54,188,0.35,9357,17.29,40566,74.95,48.98,19200.0,36.94,76.49,915.0
260,32023,Nevada,Nye,12.75,Worst,9,38.0423,-116.4719,0,1,44202,16.72,29.94,$48513.00,1371,3.1,826,1.87,778,1.76,266,0.6,6505,14.72,33744,76.34,48.86,15500.0,35.27,74.12,1109.0
261,32021,Nevada,Mineral,13.125,Worst,10,38.5388,-118.4351,0,0,4457,19.14,24.01,$45589.00,162,3.63,818,18.35,189,4.24,10,0.22,530,11.89,2743,61.54,50.44,1523.0,31.92,74.21,110.0
262,33009,New Hampshire,Grafton,1.875,Best,1,43.9406,-71.8208,1,119,89386,16.45,20.05,$63322.00,935,1.05,349,0.39,3325,3.72,27,0.03,2105,2.35,81250,90.9,50.59,61238.0,68.72,80.98,945.0
263,33015,New Hampshire,Rockingham,2.625,Best,2,42.9876,-71.1254,1,415,306363,19.66,17.26,$89049.00,2293,0.75,714,0.23,6414,2.09,143,0.05,9074,2.96,284060,92.72,50.45,73505.0,24.9,80.39,3217.0
264,33013,New Hampshire,Merrimack,3.5,Best,3,43.2975,-71.6802,0,250,149216,19.3,17.77,$70408.00,1995,1.34,416,0.28,3153,2.11,55,0.04,3252,2.18,138345,92.71,50.67,79978.0,54.61,79.62,1709.0
265,33005,New Hampshire,Cheshire,5.5,Best,4,42.9194,-72.2512,0,75,75960,18.06,19.31,$60844.00,515,0.68,245,0.32,1138,1.5,34,0.04,1425,1.88,71640,94.31,51.05,50138.0,65.02,79.22,881.0
266,33011,New Hampshire,Hillsborough,5.75,Best,5,42.9153,-71.7161,1,419,409697,20.66,15.34,$78171.00,9158,2.24,1232,0.3,17023,4.16,262,0.06,27605,6.74,348205,84.99,50.32,84918.0,21.19,79.29,4492.0
267,33007,New Hampshire,Coos,9.0,Worst,6,44.6896,-71.3056,1,10,31634,16.53,23.2,$43836.00,259,0.82,150,0.47,183,0.58,2,0.01,568,1.8,30063,95.03,47.32,21896.0,66.24,76.76,547.0
268,33017,New Hampshire,Strafford,8.0,Worst,7,43.297,-71.0289,1,159,128613,18.78,14.63,$68864.00,1407,1.09,372,0.29,4570,3.55,54,0.04,3100,2.41,117029,90.99,51.06,39900.0,32.4,78.27,1442.0
269,33001,New Hampshire,Belknap,6.125,Worst,8,43.5179,-71.4227,0,72,60785,18.63,21.54,$63902.00,329,0.54,175,0.29,647,1.06,17,0.03,1027,1.69,57845,95.16,50.66,39826.0,66.28,78.34,829.0
270,33003,New Hampshire,Carroll,5.875,Worst,9,43.8738,-71.2031,0,96,48064,16.16,27.05,$58005.00,238,0.5,165,0.34,345,0.72,14,0.03,719,1.5,46082,95.88,50.38,43133.0,90.2,79.64,673.0
271,33019,New Hampshire,Sullivan,6.75,Worst,10,43.3614,-72.2222,1,74,43077,19.04,21.01,$59493.00,278,0.65,160,0.37,404,0.94,7,0.02,692,1.61,40928,95.01,50.59,28066.0,64.16,79.14,584.0
272,34019,New Jersey,Hunterdon,2.75,Best,1,40.5673,-74.9122,0,339,125059,19.83,17.79,$113083.00,2968,2.37,253,0.2,5143,4.11,324,0.26,8281,6.62,106933,85.51,50.57,63622.0,49.57,83.08,1041.0
273,34035,New Jersey,Somerset,3.0,Best,2,40.5635,-74.6163,0,200,335432,22.09,15.18,$111838.00,31109,9.27,1216,0.36,61620,18.37,280,0.08,49635,14.8,187786,55.98,51.13,18736.0,5.79,82.46,2518.0
274,34027,New Jersey,Morris,3.25,Best,3,40.862,-74.5445,0,425,499693,21.4,16.58,$114269.00,16030,3.21,1523,0.3,53589,10.72,200,0.04,68153,13.64,354349,70.91,50.91,33324.0,6.77,82.71,3829.0
275,34003,New Jersey,Bergen,4.5,Best,4,40.9596,-74.0742,1,196,948406,21.24,16.84,$93805.00,51725,5.45,4339,0.46,162793,17.16,777,0.08,189053,19.93,532494,56.15,51.49,919.0,0.1,83.19,6964.0
276,34025,New Jersey,Monmouth,6.5,Best,5,40.2603,-74.2213,0,368,626351,21.38,17.01,$97627.00,43123,6.88,1730,0.28,35657,5.69,426,0.07,68918,11.0,469637,74.98,51.36,23510.0,3.73,80.88,6126.0
277,34013,New Jersey,Essex,17.125,Worst,6,40.7872,-74.247,0,113,808285,23.6,13.32,$60284.00,313504,38.79,5920,0.73,46237,5.72,1010,0.12,187730,23.23,248910,30.79,51.89,114.0,0.01,79.51,8739.0
278,34001,New Jersey,Atlantic,17.125,Worst,7,39.4777,-74.661,1,94,269918,21.49,17.3,$59309.00,39335,14.57,1788,0.66,23533,8.72,206,0.08,51341,19.02,150621,55.8,51.54,34905.0,12.71,77.46,3879.0
279,34033,New Jersey,Salem,18.375,Worst,8,39.5876,-75.3491,0,46,62792,21.56,18.23,$61322.00,8436,13.43,362,0.58,670,1.07,34,0.05,5663,9.02,46677,74.34,51.11,29936.0,45.3,76.66,998.0
280,34011,New Jersey,Cumberland,20.375,Worst,9,39.3738,-75.1108,0,63,152538,23.78,14.96,$51786.00,28684,18.8,2496,1.64,2323,1.52,198,0.13,46911,30.75,70648,46.32,48.88,36129.0,23.03,75.71,2286.0
281,34007,New Jersey,Camden,16.375,Worst,10,39.8035,-74.9597,0,80,510719,22.82,15.25,$65817.00,94667,18.54,3296,0.65,31138,6.1,545,0.11,86782,16.99,288740,56.54,51.74,8308.0,1.62,77.72,6532.0
282,35028,New Mexico,Los Alamos,1.125,Best,1,35.8694,-106.3074,0,0,18738,22.68,17.36,$118380.00,192,1.02,271,1.45,1204,6.43,20,0.11,3342,17.84,13498,72.04,49.33,2018.0,11.24,83.84,123.0
283,35049,New Mexico,Santa Fe,6.375,Best,2,35.5069,-105.9763,0,2,148750,18.44,23.21,$58639.00,1259,0.85,6342,4.26,2331,1.57,280,0.19,75931,51.05,64005,43.03,51.4,36274.0,25.16,81.33,1726.0
284,35043,New Mexico,Sandoval,8.25,Best,3,35.6886,-106.8659,0,0,142507,23.53,17.09,$56937.00,2872,2.02,19845,13.93,2323,1.63,276,0.19,55595,39.01,62121,43.59,51.02,22442.0,17.06,79.62,1601.0
285,35001,New Mexico,Bernalillo,8.75,Best,4,35.0513,-106.6701,1,5,676773,22.12,15.75,$51091.00,16512,2.44,41667,6.16,19180,2.83,1024,0.15,338920,50.08,263109,38.88,50.95,27798.0,4.2,78.58,8187.0
286,35003,New Mexico,Catron,9.875,Best,5,33.9152,-108.4046,1,0,3587,12.41,40.37,$34458.00,23,0.64,134,3.74,9,0.25,1,0.03,674,18.79,2702,75.33,47.42,3725.0,100.0,86.86,65.0
287,35045,New Mexico,San Juan,23.5,Worst,6,36.5085,-108.3206,0,0,126926,27.09,14.25,$46977.00,705,0.56,51852,40.85,778,0.61,102,0.08,25580,20.15,48795,38.44,50.47,43778.0,33.66,76.34,1694.0
288,35029,New Mexico,Luna,24.375,Worst,7,32.1822,-107.7498,0,0,24078,26.4,20.86,$30621.00,248,1.03,582,2.42,212,0.88,38,0.16,16104,66.88,7169,29.77,49.81,10192.0,40.61,75.6,426.0
289,35006,New Mexico,Cibola,24.75,Worst,8,34.9125,-107.9997,0,0,26853,23.95,15.64,$37753.00,250,0.93,11731,43.69,150,0.56,34,0.13,10296,38.34,5169,19.25,48.88,15061.0,55.34,76.14,427.0
290,35039,New Mexico,Rio Arriba,26.125,Worst,9,36.5096,-106.6931,0,0,39159,23.73,18.68,$36977.00,159,0.41,7432,18.98,241,0.62,88,0.22,27913,71.28,5067,12.94,51.03,20028.0,49.76,73.86,729.0
291,35031,New Mexico,McKinley,30.875,Worst,10,35.5807,-108.2618,0,0,72564,29.17,11.79,$31746.00,345,0.48,57436,79.15,720,0.99,39,0.05,10332,14.24,6213,8.56,51.59,41021.0,57.38,73.05,1217.0
292,36091,New York,Saratoga,10.5,Best,1,43.1074,-73.8639,1,126,229869,20.37,17.46,$82732.00,3895,1.69,534,0.23,6781,2.95,117,0.05,7427,3.23,207571,90.3,50.46,65798.0,29.96,80.92,2265.0
293,36109,New York,Tompkins,10.5,Best,2,42.452,-76.4736,1,55,104802,14.76,13.79,$56539.00,4070,3.88,472,0.45,11827,11.29,67,0.06,5290,5.05,80425,76.74,50.83,44021.0,43.34,80.77,883.0
294,36059,New York,Nassau,10.875,Best,3,40.7328,-73.5864,1,29,1369514,21.56,17.39,$107465.00,158324,11.56,7298,0.53,138781,10.13,1306,0.1,234880,17.15,819674,59.85,51.37,2575.0,0.19,82.83,10768.0
295,36079,New York,Putnam,11.875,Best,4,41.4267,-73.7495,1,121,99323,19.98,16.7,$98765.00,2708,2.73,422,0.42,2235,2.25,58,0.06,15036,15.14,78050,78.58,49.97,20490.0,20.55,81.67,943.0
296,36087,New York,Rockland,13.125,Best,5,41.1524,-74.0241,1,48,328868,27.92,15.48,$87873.00,37747,11.48,1727,0.53,21361,6.5,447,0.14,59089,17.97,206174,62.69,51.01,2236.0,0.72,83.31,2372.0
297,36005,New York,Bronx,55.75,Worst,6,40.85,-73.866,0,25,1471160,24.86,12.32,$37377.00,431776,29.35,43002,2.92,66509,4.52,6081,0.41,826176,56.16,135770,9.23,52.84,39.0,0.0,80.36,14817.0
298,36009,New York,Cattaraugus,53.375,Worst,7,42.2486,-78.6789,1,51,77348,22.31,18.58,$47875.00,1122,1.45,2685,3.47,650,0.84,24,0.03,1616,2.09,69999,90.5,50.29,49598.0,61.75,77.76,1095.0
299,36105,New York,Sullivan,52.375,Worst,8,41.7164,-74.7681,1,26,75485,21.1,18.49,$52504.00,6165,8.17,531,0.7,1277,1.69,60,0.08,12225,16.2,54218,71.83,48.58,57513.0,74.17,78.14,1106.0
300,36057,New York,Montgomery,50.25,Worst,9,42.9023,-74.4397,1,57,49258,22.9,18.31,$46601.00,1000,2.03,289,0.59,431,0.87,76,0.15,6973,14.16,40043,81.29,50.72,20559.0,40.94,77.69,669.0
301,36063,New York,Niagara,53.375,Worst,10,43.2001,-78.7452,0,3,211328,20.09,18.53,$54317.00,14815,7.01,2401,1.14,2400,1.14,87,0.04,6226,2.95,180765,85.54,51.23,48577.0,22.44,77.63,3022.0
302,37135,North Carolina,Orange,7.25,Best,1,36.0611,-79.1207,0,0,144946,19.81,13.4,$69422.00,16643,11.48,883,0.61,11931,8.23,103,0.07,12336,8.51,100493,69.33,52.33,38176.0,28.53,81.73,1077.0
303,37021,North Carolina,Buncombe,11.125,Best,2,35.6112,-82.5301,0,26,257607,18.81,19.38,$50271.00,15693,6.09,1321,0.51,3668,1.42,389,0.15,17065,6.62,215241,83.55,52.05,57386.0,24.08,78.57,3393.0
304,37055,North Carolina,Dare,11.25,Best,3,35.7795,-75.798,1,4,36099,19.1,20.64,$57316.00,890,2.47,199,0.55,267,0.74,21,0.06,2626,7.27,31614,87.58,50.61,9823.0,28.96,79.24,531.0
305,37183,North Carolina,Wake,11.375,Best,4,35.7903,-78.6503,0,36,1072203,24.19,11.23,$77641.00,215097,20.06,8543,0.8,77597,7.24,859,0.08,109867,10.25,644977,60.15,51.32,54973.0,6.1,81.54,7537.0
306,37149,North Carolina,Polk,12.875,Best,5,35.2793,-82.1697,0,1,20558,16.4,30.45,$45587.00,856,4.16,128,0.62,126,0.61,2,0.01,1254,6.1,18021,87.66,51.98,18925.0,92.27,79.72,297.0
307,37017,North Carolina,Bladen,90.25,Worst,6,34.6146,-78.5636,0,1,33478,20.89,20.75,$38059.00,11268,33.66,1009,3.01,114,0.34,16,0.05,2638,7.88,18224,54.44,52.33,32105.0,91.23,74.57,695.0
308,37165,North Carolina,Scotland,91.875,Worst,7,34.8409,-79.4804,0,0,35093,22.99,17.65,$37947.00,13635,38.85,4270,12.17,293,0.83,17,0.05,1029,2.93,15235,43.41,50.51,17497.0,48.39,74.48,688.0
309,37083,North Carolina,Halifax,93.5,Worst,8,36.2575,-77.6517,0,0,51310,21.31,20.11,$34027.00,27168,52.95,2075,4.04,437,0.85,36,0.07,1516,2.95,19678,38.35,51.91,29919.0,54.71,75.46,987.0
310,37153,North Carolina,Richmond,93.875,Worst,9,35.0059,-79.7478,0,1,44798,22.85,17.72,$36401.00,13927,31.09,1415,3.16,415,0.93,67,0.15,2928,6.54,25580,57.1,51.12,21235.0,45.53,73.29,940.0
311,37155,North Carolina,Robeson,96.0,Worst,10,34.6402,-79.1039,0,0,132606,25.11,14.75,$33714.00,30975,23.36,54795,41.32,898,0.68,206,0.16,11812,8.91,33526,25.28,51.76,84007.0,62.61,73.4,2515.0
312,38011,North Dakota,Bowman,8.875,Best,1,46.1126,-103.5206,0,0,3166,24.32,20.44,$59451.00,7,0.22,76,2.4,5,0.16,3,0.09,180,5.69,2913,92.01,49.27,3151.0,100.0,82.69,26.0
313,38103,North Dakota,Wells,8.875,Best,2,47.5875,-99.6609,0,0,4022,20.49,27.75,$54556.00,18,0.45,23,0.57,12,0.3,2,0.05,50,1.24,3872,96.27,48.98,4207.0,100.0,79.37,58.0
314,38015,North Dakota,Burleigh,11.75,Best,3,46.9775,-100.4687,0,3,95030,23.28,15.42,$70075.00,2081,2.19,3939,4.15,744,0.78,67,0.07,2449,2.58,84467,88.88,49.81,15081.0,18.55,81.08,872.0
315,38097,North Dakota,Traill,12.5,Best,4,47.4542,-97.1616,0,0,8013,22.75,19.43,$63204.00,55,0.69,127,1.58,52,0.65,2,0.02,301,3.76,7355,91.79,49.37,8121.0,100.0,77.75,99.0
316,38091,North Dakota,Steele,13.0,Best,5,47.4562,-97.7246,0,0,1917,21.96,23.47,$66210.00,6,0.31,29,1.51,5,0.26,0,0.0,38,1.98,1826,95.25,47.99,1975.0,100.0,80.41,21.0
317,38053,North Dakota,McKenzie,38.25,Worst,6,47.7402,-103.3953,0,1,12724,30.79,9.33,$75408.00,163,1.28,1330,10.45,124,0.97,8,0.06,1024,8.05,9958,78.26,47.2,6360.0,100.0,78.88,131.0
318,38061,North Dakota,Mountrail,39.375,Worst,7,48.2013,-102.3557,0,0,10265,26.94,11.33,$64247.00,99,0.96,3024,29.46,32,0.31,4,0.04,804,7.83,6277,61.15,46.2,7673.0,100.0,73.23,150.0
319,38005,North Dakota,Benson,46.125,Worst,8,48.0694,-99.366,0,1,6936,34.53,13.68,$41941.00,34,0.49,3840,55.36,14,0.2,1,0.01,212,3.06,2836,40.89,49.28,6660.0,100.0,71.23,129.0
320,38085,North Dakota,Sioux,46.625,Worst,9,46.1127,-101.0404,0,0,4376,37.11,7.66,$34705.00,23,0.53,3603,82.34,6,0.14,1,0.02,190,4.34,537,12.27,50.46,4153.0,100.0,67.75,115.0
321,38079,North Dakota,Rolette,47.875,Worst,10,48.7724,-99.8409,0,0,14531,33.64,11.16,$40777.00,51,0.35,11332,77.98,26,0.18,1,0.01,291,2.0,2637,18.15,50.33,13937.0,100.0,72.31,245.0
322,39041,Ohio,Delaware,6.375,Best,1,40.2784,-83.0049,0,5,200464,26.83,13.21,$107676.00,7023,3.5,392,0.2,13262,6.62,96,0.05,5176,2.58,170948,85.28,50.47,33641.0,19.31,82.56,1349.0
323,39103,Ohio,Medina,9.5,Best,2,41.1176,-81.8997,0,5,178371,22.65,17.27,$72926.00,2435,1.37,322,0.18,2243,1.26,38,0.02,3704,2.08,167578,93.95,50.57,51345.0,29.79,79.89,1861.0
324,39165,Ohio,Warren,10.25,Best,3,39.4276,-84.1668,0,2,228882,25.09,14.14,$85532.00,7979,3.49,441,0.19,13177,5.76,209,0.09,6205,2.71,197655,86.36,49.77,36724.0,17.27,79.49,2191.0
325,39137,Ohio,Putnam,12.125,Best,4,41.0221,-84.1317,0,0,33878,25.48,16.88,$62944.00,114,0.34,116,0.34,90,0.27,6,0.02,2098,6.19,31337,92.5,49.81,29207.0,84.66,80.27,335.0
326,39159,Ohio,Union,13.375,Best,5,40.2994,-83.3716,0,1,56741,24.94,11.98,$86609.00,1496,2.64,134,0.24,2328,4.1,17,0.03,937,1.65,51059,89.99,52.17,26125.0,49.95,79.1,531.0
327,39001,Ohio,Adams,79.125,Worst,6,38.8456,-83.472,0,3,27726,24.08,17.4,$41644.00,122,0.44,150,0.54,67,0.24,3,0.01,276,1.0,26748,96.47,50.24,25417.0,89.03,72.96,562.0
328,39101,Ohio,Marion,75.25,Worst,7,40.5872,-83.1609,0,0,64967,20.81,17.46,$46450.00,4145,6.38,187,0.29,410,0.63,48,0.07,1694,2.61,57389,88.34,46.84,20117.0,30.25,75.15,1123.0
329,39079,Ohio,Jackson,75.0,Worst,8,39.0196,-82.6184,0,1,32449,23.84,16.9,$44671.00,242,0.75,141,0.43,102,0.31,15,0.05,357,1.1,31150,96.0,51.08,21457.0,64.58,73.44,653.0
330,39105,Ohio,Meigs,73.625,Worst,9,39.0822,-82.0229,0,0,23080,21.49,19.32,$42200.00,207,0.9,66,0.29,58,0.25,2,0.01,181,0.78,22296,96.6,50.69,19324.0,81.3,74.13,446.0
331,39163,Ohio,Vinton,74.625,Worst,10,39.251,-82.4853,0,1,13092,22.17,17.25,$40927.00,60,0.46,63,0.48,31,0.24,0,0.0,105,0.8,12653,96.65,49.8,13435.0,100.0,75.15,230.0
332,40017,Oklahoma,Canadian,8.625,Best,1,35.5424,-97.9824,0,0,139926,26.07,12.78,$73878.00,4208,3.01,7136,5.1,4534,3.24,160,0.11,12275,8.77,106875,76.38,50.37,26006.0,22.51,78.54,1476.0
333,40073,Oklahoma,Kingfisher,9.75,Best,2,35.9454,-97.9421,0,0,15669,27.1,15.74,$61728.00,210,1.34,606,3.87,63,0.4,9,0.06,2464,15.73,11974,76.42,50.19,10890.0,72.44,77.88,201.0
334,40003,Oklahoma,Alfalfa,13.25,Best,3,36.7311,-98.324,0,0,5907,20.37,19.05,$52017.00,249,4.22,247,4.18,22,0.37,3,0.05,316,5.35,4972,84.17,40.61,5642.0,100.0,80.1,70.0
