,FIPS,State,County,Mean_Rank,Worst_Best,Rank,Lat,Long,Ticks_With_Lyme,Cases2019,Population,%<18_Yrs_Old,%65_Yrs_Old_and_over,Income($),African American(Count),African American(%),American_Indian/Alaskan_Native(Count),American_Indian/Alaskan_Native(%),Asian(Count),Asian(%),Native_Hawaiian/Other_Pacific_Islander(Count),Native_Hawaiian/Other_Pacific_Islander(%),Hispanic(Count),Hispanic(%),Non-Hispanic_White(Count),Non-Hispanic_White(%),Female(%),Rural(Count),Rural(%),Life_Expectancy,Deaths(Count)
452,55089,Wisconsin,Ozaukee,9.75,Best,1,43.384,-87.9509,0,9,88429,21.4,19.23,$85098.00,1326,1.5,286,0.32,2207,2.5,29,0.03,2604,2.94,80949,91.54,50.74,21501.0,24.89,81.98,748.0
453,55131,Wisconsin,Washington,11.25,Best,2,43.3685,-88.2307,1,27,135101,22.22,17.47,$76551.00,1549,1.15,513,0.38,1877,1.39,60,0.04,4429,3.28,125463,92.87,50.25,40601.0,30.78,81.11,1195.0
454,55015,Wisconsin,Calumet,11.375,Best,3,44.0816,-88.2181,0,14,50067,24.26,14.64,$72309.00,323,0.65,288,0.58,1172,2.34,27,0.05,2209,4.41,45525,90.93,49.72,13484.0,27.53,81.13,386.0
455,55133,Wisconsin,Waukesha,11.875,Best,4,43.0182,-88.3045,1,155,400621,21.73,18.07,$82627.00,6090,1.52,1264,0.32,14794,3.69,208,0.05,19059,4.76,354666,88.53,50.84,38445.0,9.86,81.75,3387.0
456,55109,Wisconsin,St. Croix,14.25,Best,5,45.0341,-92.4528,1,18,88703,25.19,13.6,$82253.00,685,0.77,398,0.45,1019,1.15,33,0.04,2128,2.4,83329,93.94,50.05,44845.0,53.17,80.72,709.0
457,55079,Wisconsin,Milwaukee,67.625,Worst,6,43.0072,-87.9668,0,72,952085,24.01,13.24,$47795.00,249609,26.22,9220,0.97,42112,4.42,403,0.04,144176,15.14,489857,51.45,51.59,1820.0,0.19,77.14,12081.0
458,55078,Wisconsin,Menominee,64.875,Worst,7,45.0044,-88.71,1,9,4615,34.19,12.74,$36936.00,37,0.8,3801,82.36,118,2.56,0,0.0,258,5.59,520,11.27,50.21,4232.0,100.0,70.27,99.0
459,55001,Wisconsin,Adams,61.375,Worst,8,43.9695,-89.7704,0,45,19973,14.36,28.83,$44767.00,564,2.82,229,1.15,104,0.52,12,0.06,790,3.96,18140,90.82,46.44,20875.0,100.0,78.75,351.0
460,55105,Wisconsin,Rock,61.25,Worst,9,42.6712,-89.0716,0,11,162309,23.37,16.12,$55905.00,7873,4.85,874,0.54,2113,1.3,103,0.06,14347,8.84,134308,82.75,50.79,32734.0,20.42,78.52,1927.0
461,55059,Wisconsin,Kenosha,61.75,Worst,10,42.5769,-88.0424,1,26,168521,23.17,13.71,$61312.00,11528,6.84,1226,0.73,2782,1.65,168,0.1,22191,13.17,127906,75.9,50.51,17846.0,10.72,78.23,1929.0
462,56039,Wyoming,Teton,2.75,Best,1,43.9347,-110.5898,0,0,23265,18.8,14.4,$90145.00,124,0.53,211,0.91,286,1.23,31,0.13,3486,14.98,19008,81.7,48.1,9887.0,46.43,87.44,124.0
463,56011,Wyoming,Crook,4.375,Best,2,44.5885,-104.5699,0,0,7410,24.76,19.66,$61664.00,88,1.19,77,1.04,20,0.27,2,0.03,172,2.32,6974,94.12,48.58,7083.0,100.0,81.71,89.0
464,56029,Wyoming,Park,6.125,Best,3,44.5205,-109.5879,0,0,29568,20.73,22.24,$57619.00,216,0.73,268,0.91,254,0.86,18,0.06,1770,5.99,26771,90.54,50.12,12478.0,44.24,80.64,350.0
465,56035,Wyoming,Sublette,6.75,Best,4,42.7669,-109.9147,0,0,9799,22.94,18.32,$74811.00,78,0.8,109,1.11,103,1.05,4,0.04,708,7.23,8728,89.07,46.1,10247.0,100.0,84.26,84.0
466,56023,Wyoming,Lincoln,7.375,Best,5,42.2639,-110.656,0,0,19265,26.85,16.62,$65137.00,95,0.49,196,1.02,94,0.49,9,0.05,912,4.73,17820,92.5,49.07,14979.0,82.73,80.87,183.0
467,56007,Wyoming,Carbon,17.375,Worst,6,41.6944,-106.9307,0,0,15303,23.37,16.24,$60634.00,178,1.16,259,1.69,158,1.03,14,0.09,2842,18.57,11760,76.85,46.33,6613.0,41.63,76.36,240.0
468,56003,Wyoming,Big Horn,17.375,Worst,7,44.5267,-107.9952,0,0,11906,25.31,20.5,$50380.00,65,0.55,171,1.44,53,0.45,2,0.02,1054,8.85,10493,88.13,49.92,11668.0,100.0,77.4,185.0
469,56037,Wyoming,Sweetwater,18.25,Worst,8,41.6595,-108.8796,0,0,43534,26.52,11.38,$75590.00,475,1.09,668,1.53,363,0.83,62,0.14,7074,16.25,34548,79.36,48.45,4782.0,10.92,77.84,495.0
470,56041,Wyoming,Uinta,18.5,Worst,9,41.2876,-110.5476,0,0,20495,29.21,13.19,$67404.00,140,0.68,286,1.4,101,0.49,36,0.18,1878,9.16,17928,87.47,49.57,9101.0,43.1,78.4,262.0
471,56013,Wyoming,Fremont,22.25,Worst,10,43.0405,-108.6305,0,1,39803,25.5,17.71,$50134.00,180,0.45,8671,21.78,182,0.46,26,0.07,2703,6.79,27855,69.98,49.81,20633.0,51.42,74.98,664.0
