FIPS,Lifespan_Rank,Life_Quality_Rank,Health_Behaviors_Rank,Clinical_Care_Rank,Social_Economic_Factors_Rank,Physical_Environment_Rank,Lyme_Disease_Incidence_Reported,Population,%<18_Yrs_Old,%65_Yrs_Old_and_over,Income($),African_American(Count),African_American(%),American_Indian/Alaskan_Native(Count),American_Indian/Alaskan_Native(%),Asian(Count),Asian(%),Native_Hawaiian/Other_Pacific_Islander(Count),Native_Hawaiian/Other_Pacific_Islander(%),Hispanic(Count),Hispanic(%),Non-Hispanic_White_(Count),Non-Hispanic_White(%),Female(%),Rural(Count),Rural(%),Life_Expectancy,Deaths(Count)
46121,58,59,61,61,62,34,0.0,10065.0,41.24,7.22,290.46,45.0,0.45,8855.0,87.98,20.0,0.2,0.0,0.0,437.0,4.34,821.0,8.16,51.13,9612.0,100.0,67.61,213.0
46123,22,52,48,44,41,15,0.0,5460.0,22.97,22.4,427.24,27.0,0.49,776.0,14.21,18.0,0.33,0.0,0.0,98.0,1.79,4465.0,81.78,49.87,2737.0,48.49,78.14,76.0
46125,27,4,14,36,16,53,0.0,8315.0,23.92,20.84,562.03,38.0,0.46,84.0,1.01,22.0,0.26,5.0,0.06,194.0,2.33,7933.0,95.41,49.69,8347.0,100.0,77.28,104.0
46127,2,15,16,7,10,60,0.0,15029.0,24.01,18.06,821.0,149.0,0.99,133.0,0.88,193.0,1.28,10.0,0.07,453.0,3.01,13898.0,92.47,49.32,8840.0,61.39,81.42,163.0
46129,31,25,40,37,43,7,0.0,5543.0,23.42,23.65,465.5,27.0,0.49,791.0,14.27,104.0,1.88,1.0,0.02,117.0,2.11,4364.0,78.73,50.73,1981.0,36.43,77.69,72.0
46135,24,43,35,3,27,61,0.0,22662.0,21.11,18.59,559.07,444.0,1.96,686.0,3.03,195.0,0.86,11.0,0.05,977.0,4.31,20061.0,88.52,48.15,7801.0,34.77,78.54,289.0
46137,52,58,58,51,59,32,0.0,2756.0,30.12,9.47,299.85,13.0,0.47,1933.0,70.14,10.0,0.36,1.0,0.04,110.0,3.99,672.0,24.38,49.96,2060.0,73.55,74.25,39.0
47001,30,30,19,7,31,57,1.0,76257.0,21.16,19.79,486.79,3022.0,3.96,344.0,0.45,1201.0,1.57,41.0,0.05,2188.0,2.87,68059.0,89.25,51.33,26041.0,34.66,76.08,1299.0
47003,34,46,56,67,42,86,0.0,48117.0,25.54,15.09,509.04,3598.0,7.48,525.0,1.09,520.0,1.08,83.0,0.17,5822.0,12.1,37170.0,77.25,50.86,25053.0,55.6,74.78,799.0
47005,86,65,74,81,81,59,0.0,15986.0,19.49,23.71,360.34,368.0,2.3,87.0,0.54,97.0,0.61,2.0,0.01,375.0,2.35,14851.0,92.9,50.92,12937.0,78.46,72.65,409.0
47007,7,32,93,90,93,11,0.0,14717.0,16.0,18.11,382.61,1026.0,6.97,81.0,0.55,35.0,0.24,5.0,0.03,339.0,2.3,13058.0,88.73,41.2,12876.0,100.0,78.05,233.0
47009,14,9,10,9,7,80,1.0,129929.0,20.43,19.69,513.91,3800.0,2.92,545.0,0.42,1171.0,0.9,75.0,0.06,4285.0,3.3,118326.0,91.07,51.47,40140.0,32.63,77.57,1925.0
47011,11,40,54,47,18,67,0.0,105560.0,21.98,16.81,486.63,5033.0,4.77,642.0,0.61,1240.0,1.17,120.0,0.11,6608.0,6.26,90607.0,85.83,51.39,32630.0,32.97,76.88,1591.0
47013,90,86,84,83,84,21,0.0,39648.0,20.67,20.36,408.66,183.0,0.46,127.0,0.32,133.0,0.34,30.0,0.08,513.0,1.29,38233.0,96.43,50.97,22403.0,55.02,71.97,1018.0
47015,69,35,40,64,37,26,0.0,14216.0,21.35,18.09,517.95,218.0,1.53,50.0,0.35,49.0,0.34,15.0,0.11,332.0,2.34,13352.0,93.92,50.32,11197.0,81.13,74.26,287.0
47017,79,28,43,32,56,51,0.0,27860.0,21.32,20.2,414.92,2815.0,10.1,166.0,0.6,102.0,0.37,13.0,0.05,735.0,2.64,23573.0,84.61,51.19,23690.0,83.06,72.75,635.0
47019,27,75,83,58,58,24,0.0,56488.0,18.84,21.35,397.25,830.0,1.47,158.0,0.28,230.0,0.41,15.0,0.03,1102.0,1.95,53510.0,94.73,51.03,23524.0,40.97,76.08,1035.0
47021,51,8,16,29,11,70,0.0,40330.0,22.65,14.42,591.03,690.0,1.71,212.0,0.53,186.0,0.46,28.0,0.07,1198.0,2.97,37451.0,92.86,50.36,32442.0,82.96,74.04,729.0
47023,5,7,28,50,22,37,0.0,17119.0,22.2,17.08,452.61,1543.0,9.01,87.0,0.51,99.0,0.58,5.0,0.03,446.0,2.61,14659.0,85.63,52.02,11177.0,65.24,77.46,250.0
47025,67,80,33,39,78,23,1.0,31609.0,19.08,19.54,378.86,379.0,1.2,110.0,0.35,225.0,0.71,7.0,0.02,415.0,1.31,30094.0,95.21,51.15,23050.0,71.55,73.49,690.0
47027,94,94,47,82,83,64,0.0,7703.0,20.14,24.08,340.35,123.0,1.6,27.0,0.35,7.0,0.09,8.0,0.1,179.0,2.32,7280.0,94.51,50.6,7861.0,100.0,72.05,199.0
47029,93,84,89,31,92,39,0.0,35556.0,20.44,20.74,357.88,718.0,2.02,212.0,0.6,156.0,0.44,25.0,0.07,857.0,2.41,33116.0,93.14,51.6,24083.0,67.53,71.89,892.0
47031,54,39,61,30,27,55,0.0,55034.0,24.0,17.23,481.88,1977.0,3.59,254.0,0.46,588.0,1.07,33.0,0.06,2328.0,4.23,48893.0,88.84,51.16,24967.0,47.29,74.28,1033.0
47033,10,63,85,84,25,78,0.0,14473.0,23.98,18.54,404.8,1983.0,13.7,90.0,0.62,46.0,0.32,4.0,0.03,1523.0,10.52,10698.0,73.92,52.33,9828.0,67.38,75.47,244.0
47035,31,24,18,14,66,3,0.0,59078.0,17.85,30.2,451.18,351.0,0.59,268.0,0.45,360.0,0.61,64.0,0.11,1766.0,2.99,55732.0,94.34,51.27,34132.0,60.89,76.89,1098.0
47037,16,12,32,19,36,60,4.0,691243.0,21.07,11.93,582.64,188619.0,27.29,3453.0,0.5,26343.0,3.81,784.0,0.11,71071.0,10.28,388640.0,56.22,51.77,21382.0,3.41,77.02,8532.0
47039,35,43,35,52,70,9,0.0,11751.0,21.11,22.96,389.88,362.0,3.08,34.0,0.29,67.0,0.57,12.0,0.1,390.0,3.32,10769.0,91.64,50.79,11757.0,100.0,75.36,231.0
47041,82,61,51,74,69,35,0.0,19852.0,21.8,18.04,420.8,270.0,1.36,84.0,0.42,231.0,1.16,3.0,0.02,1594.0,8.03,17479.0,88.05,50.35,14673.0,78.37,73.5,386.0
47043,70,16,15,60,14,30,3.0,52853.0,23.37,15.69,495.18,2153.0,4.07,257.0,0.49,355.0,0.67,30.0,0.06,1892.0,3.58,47330.0,89.55,50.91,33650.0,67.75,74.18,947.0
47045,62,85,90,55,49,34,0.0,37463.0,23.96,17.32,445.49,5221.0,13.94,150.0,0.4,295.0,0.79,12.0,0.03,1345.0,3.59,29947.0,79.94,51.76,16432.0,42.86,73.84,769.0
47047,9,11,5,25,30,53,0.0,40036.0,19.62,20.67,601.12,10963.0,27.38,138.0,0.34,279.0,0.7,16.0,0.04,1077.0,2.69,27255.0,68.08,50.71,30363.0,79.04,77.69,624.0
47049,72,78,44,86,61,14,0.0,18136.0,21.22,21.36,328.95,69.0,0.38,61.0,0.34,56.0,0.31,4.0,0.02,285.0,1.57,17489.0,96.43,51.14,17959.0,100.0,73.52,429.0
47051,32,22,25,36,20,10,0.0,41652.0,20.22,19.75,495.96,2106.0,5.06,181.0,0.43,385.0,0.92,34.0,0.08,1446.0,3.47,36834.0,88.43,51.37,28579.0,69.62,75.59,710.0
47053,63,74,75,16,38,79,0.0,49111.0,24.58,17.71,428.59,8981.0,18.29,154.0,0.31,143.0,0.29,12.0,0.02,1354.0,2.76,37791.0,76.95,52.01,23706.0,47.71,73.71,971.0
47055,56,52,70,44,23,76,0.0,29401.0,21.03,19.73,478.38,3088.0,10.5,116.0,0.39,140.0,0.48,13.0,0.04,687.0,2.34,24813.0,84.4,51.41,21744.0,73.75,74.92,535.0
47057,65,59,37,65,40,25,0.0,23144.0,20.64,20.02,431.9,164.0,0.71,92.0,0.4,56.0,0.24,14.0,0.06,748.0,3.23,21869.0,94.49,49.65,22657.0,100.0,74.16,476.0
47059,58,45,52,27,47,68,1.0,68808.0,19.69,21.32,401.45,1415.0,2.06,237.0,0.34,411.0,0.6,56.0,0.08,1954.0,2.84,64015.0,93.03,50.78,44874.0,65.19,74.54,1412.0
47061,91,91,82,91,85,66,0.0,13361.0,21.86,20.82,344.54,77.0,0.58,88.0,0.66,50.0,0.37,1.0,0.01,177.0,1.32,12816.0,95.92,50.53,13703.0,100.0,71.57,332.0
47063,43,54,73,43,44,87,0.0,64277.0,23.13,18.25,441.81,2417.0,3.76,546.0,0.85,620.0,0.96,162.0,0.25,7670.0,11.93,52283.0,81.34,51.06,13680.0,21.87,75.04,1180.0
47065,15,20,8,5,21,65,0.0,361613.0,20.88,17.16,520.96,69540.0,19.23,1976.0,0.55,7632.0,2.11,531.0,0.15,20621.0,5.7,257150.0,71.11,51.77,33721.0,10.02,77.56,5112.0
47067,95,79,91,76,95,6,0.0,6600.0,21.05,20.68,296.89,33.0,0.5,23.0,0.35,13.0,0.2,3.0,0.05,34.0,0.52,6400.0,96.97,50.76,6819.0,100.0,70.62,167.0
47069,47,90,92,69,88,46,0.0,25447.0,19.72,17.73,384.26,10600.0,41.66,81.0,0.32,184.0,0.72,3.0,0.01,454.0,1.78,13855.0,54.45,45.24,21859.0,80.21,74.33,501.0
47071,84,69,34,46,74,16,0.0,25846.0,20.6,22.58,393.18,852.0,3.3,158.0,0.61,144.0,0.56,8.0,0.03,683.0,2.64,23688.0,91.65,51.34,17679.0,67.93,73.05,622.0
47073,61,48,23,40,43,91,2.0,56459.0,20.24,20.54,413.97,826.0,1.46,198.0,0.35,266.0,0.47,13.0,0.02,919.0,1.63,53640.0,95.01,50.86,32884.0,57.86,74.69,1129.0
47075,44,93,87,53,87,81,0.0,17573.0,22.6,18.12,345.56,8804.0,50.1,72.0,0.41,50.0,0.28,5.0,0.03,781.0,4.44,7716.0,43.91,53.06,8908.0,47.42,75.25,325.0
47077,80,72,69,73,51,29,0.0,27751.0,22.87,18.18,438.06,2110.0,7.6,89.0,0.32,100.0,0.36,5.0,0.02,607.0,2.19,24364.0,87.8,51.55,21209.0,76.38,73.37,578.0
47079,52,44,77,21,65,36,0.0,32450.0,20.82,22.74,417.56,2476.0,7.63,143.0,0.44,154.0,0.47,17.0,0.05,853.0,2.63,28299.0,87.21,51.57,21612.0,66.85,74.49,696.0
47081,48,57,72,62,41,73,0.0,24864.0,21.25,17.13,428.24,1192.0,4.79,157.0,0.63,88.0,0.35,7.0,0.03,640.0,2.57,22457.0,90.32,47.42,24690.0,100.0,74.42,474.0
47083,60,60,55,78,68,83,1.0,8213.0,21.83,20.39,420.18,236.0,2.87,31.0,0.38,48.0,0.58,6.0,0.07,191.0,2.33,7554.0,91.98,50.89,8426.0,100.0,74.16,162.0
47085,74,31,41,49,46,18,1.0,18484.0,21.85,19.7,458.66,490.0,2.65,122.0,0.66,82.0,0.44,8.0,0.04,473.0,2.56,17098.0,92.5,50.3,15292.0,82.49,73.71,373.0
47087,50,89,71,89,86,94,0.0,11677.0,18.16,22.09,368.15,56.0,0.48,77.0,0.66,17.0,0.15,4.0,0.03,248.0,2.12,11138.0,95.38,50.23,11638.0,100.0,74.56,261.0
47089,25,14,24,28,15,13,0.0,53804.0,19.94,19.6,455.56,1054.0,1.96,245.0,0.46,319.0,0.59,29.0,0.05,1971.0,3.66,49604.0,92.19,50.87,30581.0,59.49,75.6,946.0
47091,88,70,46,68,53,7,0.0,17691.0,16.8,22.46,363.31,403.0,2.28,53.0,0.3,41.0,0.23,10.0,0.06,379.0,2.14,16644.0,94.08,45.96,15546.0,85.21,73.23,396.0
47093,19,19,9,2,9,84,2.0,461860.0,21.18,15.42,552.99,40297.0,8.72,1562.0,0.34,10754.0,2.33,521.0,0.11,19745.0,4.28,380672.0,82.42,51.41,47205.0,10.92,76.69,6566.0
47095,81,92,95,94,94,22,0.0,7468.0,14.66,15.64,311.44,2139.0,28.64,35.0,0.47,14.0,0.19,2.0,0.03,171.0,2.29,4975.0,66.62,36.09,7832.0,100.0,71.9,172.0
47097,71,95,94,75,91,93,0.0,25274.0,23.81,15.74,387.18,8377.0,33.14,186.0,0.74,199.0,0.79,3.0,0.01,622.0,2.46,15579.0,61.64,50.43,16317.0,58.66,73.15,513.0
47099,46,42,53,37,34,42,0.0,43396.0,25.15,17.63,415.05,718.0,1.65,196.0,0.45,233.0,0.54,10.0,0.02,949.0,2.19,40685.0,93.75,50.93,31769.0,75.88,74.29,809.0
47101,76,36,66,63,64,1,0.0,12035.0,21.4,20.66,379.59,234.0,1.94,59.0,0.49,68.0,0.57,6.0,0.05,271.0,2.25,11252.0,93.49,51.32,8536.0,70.19,74.59,244.0
47103,49,56,79,23,19,92,0.0,33751.0,22.12,19.21,492.95,2285.0,6.77,280.0,0.83,167.0,0.49,54.0,0.16,1161.0,3.44,29327.0,86.89,50.99,24183.0,72.49,74.93,604.0
47105,36,13,2,11,16,40,0.0,52152.0,19.63,25.93,576.41,657.0,1.26,306.0,0.59,436.0,0.84,112.0,0.21,4479.0,8.59,45853.0,87.92,50.83,19720.0,40.61,76.57,935.0
47107,59,55,76,20,54,58,0.0,52877.0,21.34,19.48,398.6,1960.0,3.71,273.0,0.52,384.0,0.73,21.0,0.04,2166.0,4.1,47146.0,89.16,51.17,31538.0,60.34,74.72,1017.0
47109,77,62,78,61,73,44,0.0,26004.0,22.07,20.3,394.07,1545.0,5.94,97.0,0.37,81.0,0.31,5.0,0.02,540.0,2.08,23372.0,89.88,50.72,22235.0,85.27,73.28,587.0
47111,64,82,64,95,57,61,1.0,24079.0,24.77,15.4,412.66,197.0,0.82,177.0,0.74,289.0,1.2,10.0,0.04,1355.0,5.63,21929.0,91.07,51.48,17703.0,79.57,73.97,454.0
47113,38,41,29,4,52,49,0.0,97643.0,22.52,16.56,464.24,36591.0,37.47,324.0,0.33,1115.0,1.14,46.0,0.05,3773.0,3.86,54550.0,55.87,52.71,25386.0,25.83,75.45,1576.0
47115,66,67,42,22,67,90,0.0,28425.0,21.32,19.55,473.31,1109.0,3.9,131.0,0.46,178.0,0.63,7.0,0.02,504.0,1.77,26068.0,91.71,51.1,21747.0,77.02,74.07,641.0
47117,29,15,11,38,13,71,0.0,32931.0,23.42,15.88,524.15,2156.0,6.55,143.0,0.43,222.0,0.67,30.0,0.09,1693.0,5.14,28187.0,85.59,50.82,20153.0,65.82,75.06,570.0
47119,12,25,31,8,8,50,0.0,92163.0,23.55,15.5,569.99,10789.0,11.71,454.0,0.49,878.0,0.95,50.0,0.05,5383.0,5.84,73119.0,79.34,51.75,33672.0,41.59,76.19,1369.0
47121,89,88,65,59,71,72,0.0,12068.0,20.87,20.72,456.95,174.0,1.44,111.0,0.92,44.0,0.36,4.0,0.03,242.0,2.01,11383.0,94.32,50.35,11753.0,100.0,72.48,291.0
47123,45,71,58,56,62,82,0.0,46240.0,21.6,20.66,437.49,909.0,1.97,287.0,0.62,248.0,0.54,26.0,0.06,2123.0,4.59,41988.0,90.8,50.34,33868.0,76.08,75.17,878.0
47125,13,18,62,13,10,33,0.0,200182.0,26.87,9.06,574.31,38930.0,19.45,1462.0,0.73,4851.0,2.42,899.0,0.45,20205.0,10.09,126915.0,63.4,50.07,34022.0,19.74,76.34,2201.0
47127,8,3,3,17,5,47,0.0,6384.0,19.31,21.18,554.48,157.0,2.46,21.0,0.33,51.0,0.8,1.0,0.02,130.0,2.04,5943.0,93.09,50.09,6354.0,99.87,78.97,102.0
47129,85,87,86,88,63,8,0.0,21636.0,19.52,17.4,406.67,798.0,3.69,103.0,0.48,62.0,0.29,11.0,0.05,275.0,1.27,20140.0,93.09,45.28,21962.0,99.89,73.45,431.0
47131,22,76,60,48,82,74,0.0,30385.0,21.93,20.07,381.6,3205.0,10.55,99.0,0.33,133.0,0.44,29.0,0.1,1316.0,4.33,25211.0,82.97,51.55,19588.0,61.58,76.37,534.0
47133,53,34,59,71,59,17,0.0,22012.0,21.6,20.23,371.54,121.0,0.55,85.0,0.39,76.0,0.35,2.0,0.01,312.0,1.42,21185.0,96.24,50.65,18598.0,84.22,74.08,472.0
47135,92,49,57,92,75,32,0.0,7975.0,21.79,21.17,371.35,188.0,2.36,64.0,0.8,45.0,0.56,1.0,0.01,207.0,2.6,7312.0,91.69,49.53,7915.0,100.0,72.05,209.0
47137,6,29,12,87,39,15,0.0,5073.0,18.04,27.3,398.58,8.0,0.16,23.0,0.45,2.0,0.04,4.0,0.08,100.0,1.97,4893.0,96.45,50.11,5077.0,100.0,77.58,90.0
47139,75,53,49,54,45,28,0.0,16757.0,19.76,20.73,411.91,112.0,0.67,93.0,0.55,49.0,0.29,13.0,0.08,358.0,2.14,15920.0,95.01,50.54,16825.0,100.0,73.68,393.0
47141,26,23,21,26,35,88,0.0,77674.0,21.22,16.39,424.37,1663.0,2.14,570.0,0.73,1137.0,1.46,113.0,0.15,4992.0,6.43,68562.0,88.27,50.22,25295.0,34.98,75.46,1191.0
47143,73,68,67,66,89,4,0.0,32691.0,22.72,18.45,434.26,712.0,2.18,169.0,0.52,176.0,0.54,18.0,0.06,1645.0,5.03,29557.0,90.41,50.54,21635.0,68.02,73.45,665.0
47145,68,51,30,15,32,89,0.0,53036.0,18.96,22.47,483.91,1383.0,2.61,238.0,0.45,336.0,0.63,30.0,0.06,1005.0,1.89,49198.0,92.76,51.2,27628.0,50.99,75.01,1134.0
47147,17,6,7,33,6,69,2.0,70177.0,24.26,14.39,597.71,5117.0,7.29,404.0,0.58,470.0,0.67,71.0,0.1,4890.0,6.97,58539.0,83.42,50.68,35289.0,53.24,75.76,1060.0
47149,2,4,26,12,3,95,1.0,317157.0,24.71,10.14,680.82,47505.0,14.98,1784.0,0.56,11175.0,3.52,354.0,0.11,25494.0,8.04,224712.0,70.85,50.68,44699.0,17.02,77.87,3244.0
47151,87,81,81,70,80,45,1.0,21989.0,24.41,16.44,348.28,44.0,0.2,68.0,0.31,53.0,0.24,4.0,0.02,203.0,0.92,21401.0,97.33,50.71,17906.0,80.56,72.18,467.0
47153,18,66,13,42,77,38,0.0,14736.0,21.13,19.9,451.0,83.0,0.56,99.0,0.67,69.0,0.47,11.0,0.07,537.0,3.64,13779.0,93.51,50.62,10415.0,73.8,76.92,252.0
47155,24,37,68,77,28,12,0.0,97638.0,20.84,19.15,484.82,1084.0,1.11,595.0,0.61,1315.0,1.35,43.0,0.04,5876.0,6.02,87817.0,89.94,50.97,50920.0,56.65,76.28,1638.0
47157,40,73,48,34,90,56,3.0,936961.0,25.01,13.12,495.63,502118.0,53.59,2988.0,0.32,25194.0,2.69,739.0,0.08,59571.0,6.36,335966.0,35.86,52.43,25601.0,2.76,75.79,13893.0
47159,20,50,20,45,26,41,0.0,19636.0,23.0,16.58,476.53,429.0,2.18,95.0,0.48,73.0,0.37,3.0,0.02,523.0,2.66,18272.0,93.05,50.31,15884.0,82.88,76.4,321.0
47161,39,10,36,80,50,85,0.0,13355.0,20.79,19.89,481.75,223.0,1.67,100.0,0.75,139.0,1.04,7.0,0.05,379.0,2.84,12279.0,91.94,49.96,13324.0,100.0,75.71,240.0
47163,28,21,14,6,24,31,2.0,157158.0,19.5,21.5,452.24,3423.0,2.18,566.0,0.36,1212.0,0.77,67.0,0.04,2936.0,1.87,146947.0,93.5,51.37,40086.0,25.56,75.8,2934.0
47165,4,5,6,18,4,62,1.0,183545.0,23.81,15.41,651.74,13623.0,7.42,706.0,0.38,2599.0,1.42,191.0,0.1,9034.0,4.92,154733.0,84.3,51.1,44792.0,27.88,77.99,2320.0
47167,37,26,45,41,29,54,0.0,61366.0,24.87,14.13,565.11,11263.0,18.35,293.0,0.48,466.0,0.76,97.0,0.16,1730.0,2.82,46492.0,75.76,50.67,33671.0,55.13,74.71,1005.0
47169,41,47,27,93,17,27,0.0,10083.0,19.11,13.77,497.11,1066.0,10.57,69.0,0.68,56.0,0.56,1.0,0.01,266.0,2.64,8481.0,84.11,43.49,7870.0,100.0,74.07,153.0
47171,55,77,50,51,76,2,1.0,17759.0,18.82,22.92,411.88,74.0,0.42,73.0,0.41,45.0,0.25,8.0,0.05,854.0,4.81,16557.0,93.23,50.82,8180.0,44.67,74.37,392.0
47173,78,83,80,57,79,63,0.0,19442.0,22.03,17.96,403.57,56.0,0.29,88.0,0.45,41.0,0.21,16.0,0.08,315.0,1.62,18736.0,96.37,50.57,19109.0,100.0,74.14,388.0
47175,83,38,38,85,60,20,0.0,5742.0,19.4,23.18,384.78,43.0,0.75,22.0,0.38,12.0,0.21,1.0,0.02,88.0,1.53,5506.0,95.89,49.58,5548.0,100.0,73.43,133.0
47177,42,64,63,72,55,5,0.0,40651.0,23.74,17.4,376.92,1308.0,3.22,203.0,0.5,318.0,0.78,36.0,0.09,3707.0,9.12,34637.0,85.21,50.69,24453.0,61.38,74.37,781.0
47179,23,17,4,3,12,75,0.0,127806.0,19.23,17.94,431.94,5365.0,4.2,554.0,0.43,1982.0,1.55,75.0,0.06,4412.0,3.45,113428.0,88.75,51.14,32493.0,26.42,75.95,2107.0
47181,21,58,88,79,72,52,0.0,16583.0,17.32,19.06,366.12,1051.0,6.34,64.0,0.39,50.0,0.3,5.0,0.03,345.0,2.08,14925.0,90.0,44.88,17021.0,100.0,75.57,335.0
47183,33,27,39,24,48,48,0.0,33337.0,19.46,18.28,394.24,2538.0,7.61,136.0,0.41,394.0,1.18,14.0,0.04,817.0,2.45,29030.0,87.08,51.09,23466.0,67.01,75.67,550.0
47185,57,33,22,35,33,19,0.0,26753.0,21.84,20.07,396.42,460.0,1.72,134.0,0.5,102.0,0.38,24.0,0.09,686.0,2.56,25005.0,93.47,51.12,20201.0,78.17,74.23,553.0
47187,1,1,1,1,1,43,1.0,226257.0,27.46,12.84,1114.27,9783.0,4.32,601.0,0.27,10012.0,4.43,132.0,0.06,10857.0,4.8,191775.0,84.76,51.05,35512.0,19.39,82.08,1475.0
47189,3,2,17,10,2,77,1.0,136442.0,23.93,15.36,706.74,9388.0,6.88,685.0,0.5,2225.0,1.63,126.0,0.09,5757.0,4.22,116243.0,85.2,50.88,43850.0,38.47,78.38,1664.0
48001,208,93,238,83,123,207,0.0,57741.0,19.58,14.54,424.12,11945.0,20.69,391.0,0.68,520.0,0.9,83.0,0.14,10287.0,17.82,34140.0,59.13,39.07,39204.0,67.06,73.77,1075.0
48003,100,9,107,177,88,94,0.0,17722.0,30.9,10.53,634.51,246.0,1.39,260.0,1.47,133.0,0.75,4.0,0.02,9958.0,56.19,7131.0,40.24,49.04,2440.0,16.5,76.76,193.0
48005,159,216,244,34,150,177,0.0,87805.0,25.81,15.79,453.18,12983.0,14.79,662.0,0.75,1023.0,1.17,56.0,0.06,19475.0,22.18,53264.0,60.66,51.33,37383.0,43.08,76.34,1335.0
48007,171,195,139,23,230,91,1.0,25572.0,18.73,27.3,469.7,348.0,1.36,318.0,1.24,494.0,1.93,21.0,0.08,7072.0,27.66,17177.0,67.17,50.53,6313.0,27.26,76.91,523.0
48009,178,45,42,40,11,128,2.0,8809.0,21.77,19.89,583.11,67.0,0.76,125.0,1.42,38.0,0.43,3.0,0.03,765.0,8.68,7754.0,88.02,50.45,8057.0,88.99,77.04,131.0
48011,119,21,66,171,4,7,0.0,1879.0,22.41,22.88,553.37,16.0,0.85,28.0,1.49,2.0,0.11,0.0,0.0,141.0,7.5,1684.0,89.62,51.25,1901.0,100.0,72.4,38.0
48013,78,144,149,143,133,173,0.0,48981.0,27.34,14.45,486.36,340.0,0.69,601.0,1.23,311.0,0.63,58.0,0.12,31578.0,64.47,16349.0,33.38,50.19,27266.0,60.71,78.28,599.0
48015,50,68,46,70,54,188,0.0,29786.0,24.14,18.65,611.11,2636.0,8.85,243.0,0.82,215.0,0.72,12.0,0.04,8083.0,27.14,18469.0,62.01,50.4,18853.0,66.34,79.1,385.0
48017,114,202,184,201,73,23,0.0,7077.0,31.58,14.13,420.45,81.0,1.14,232.0,3.28,60.0,0.85,9.0,0.13,4550.0,64.29,2328.0,32.9,49.78,2060.0,28.75,78.4,72.0
48019,53,125,19,52,60,155,0.0,22351.0,16.86,26.46,555.78,197.0,0.88,280.0,1.25,137.0,0.61,10.0,0.04,4202.0,18.8,17393.0,77.82,50.49,20485.0,100.0,80.27,329.0
48021,84,104,211,104,92,215,0.0,84761.0,25.64,14.75,629.92,5798.0,6.84,1659.0,1.96,793.0,0.94,128.0,0.15,32074.0,37.84,44613.0,52.63,49.19,47360.0,63.85,77.58,1070.0
48023,221,197,50,170,86,39,0.0,3581.0,22.2,24.6,370.13,91.0,2.54,25.0,0.7,13.0,0.36,3.0,0.08,471.0,13.15,2937.0,82.02,50.88,3726.0,100.0,74.34,94.0
48025,102,186,174,191,227,167,0.0,32563.0,21.45,12.12,413.92,2691.0,8.26,274.0,0.84,209.0,0.64,36.0,0.11,19238.0,59.08,10161.0,31.2,39.32,13693.0,42.98,76.73,420.0
48027,63,156,220,24,121,172,0.0,347833.0,27.87,10.6,521.64,76308.0,21.94,3756.0,1.08,11336.0,3.26,3093.0,0.89,86307.0,24.81,158473.0,45.56,50.21,47113.0,15.19,78.13,3503.0
48029,47,210,25,19,111,217,0.0,1958578.0,25.81,11.84,541.63,143242.0,7.31,24090.0,1.23,61659.0,3.15,4342.0,0.22,1181315.0,60.31,543068.0,27.73,50.63,77835.0,4.54,79.0,19820.0
48031,59,24,65,61,24,154,0.0,11626.0,18.79,23.97,621.15,125.0,1.08,145.0,1.25,103.0,0.89,11.0,0.09,2286.0,19.66,8918.0,76.71,50.18,10497.0,100.0,78.81,158.0
48035,185,49,44,151,83,160,2.0,18326.0,21.44,24.36,491.39,304.0,1.66,160.0,0.87,112.0,0.61,14.0,0.08,3427.0,18.7,14214.0,77.56,50.49,14791.0,81.22,76.54,332.0
48037,182,201,243,27,143,145,0.0,94012.0,23.65,16.33,491.53,23143.0,24.62,964.0,1.03,1215.0,1.29,86.0,0.09,7292.0,7.76,59868.0,63.68,49.64,32791.0,35.42,75.6,1510.0
48039,23,47,36,44,42,242,0.0,362457.0,26.72,11.47,808.4,48868.0,13.48,3036.0,0.84,24689.0,6.81,345.0,0.1,111057.0,30.64,171417.0,47.29,49.43,70552.0,22.53,79.04,3658.0
48041,10,84,75,12,84,234,0.0,222830.0,20.73,8.85,460.83,23229.0,10.42,1502.0,0.67,14075.0,6.32,242.0,0.11,57379.0,25.75,124468.0,55.86,49.39,23506.0,12.06,81.08,1395.0
48043,150,92,55,54,26,9,0.0,9337.0,19.42,21.77,446.17,103.0,1.1,165.0,1.77,116.0,1.24,13.0,0.14,4240.0,45.41,4692.0,50.25,49.34,3219.0,34.87,79.66,130.0
48047,172,241,206,222,242,198,0.0,7235.0,28.6,17.57,281.06,35.0,0.48,47.0,0.65,181.0,2.5,3.0,0.04,6497.0,89.8,509.0,7.04,49.14,2294.0,31.76,76.7,103.0
48049,205,177,222,21,77,123,0.0,38053.0,22.35,19.71,415.38,1291.0,3.39,315.0,0.83,314.0,0.83,29.0,0.08,8505.0,22.35,27239.0,71.58,50.58,15395.0,40.4,74.96,718.0
48051,145,97,99,87,145,189,0.0,18011.0,22.35,20.2,474.09,2210.0,12.27,195.0,1.08,69.0,0.38,7.0,0.04,3716.0,20.63,11701.0,64.97,50.52,13175.0,76.66,76.57,296.0
48053,42,32,64,35,53,137,0.0,46804.0,21.64,21.83,590.09,806.0,1.72,552.0,1.18,344.0,0.73,36.0,0.08,10530.0,22.5,34377.0,73.45,51.12,23800.0,55.67,79.15,652.0
